ID;Category;Source;URLs;Title;PublicationDate;SoMePlatform;RetroSampleDate;RetroSampleCountry;JointMusicking;OrigCovidSong;OrigCovidLyrics;Movement;HealthInfo;Conflict;Country;Setting;Genre;Emotions;Features;FirstCoder;SecondCoder;Comments
157;video;GoogleSheet;https://www.facebook.com/rtenews/videos/wash-your-hands-nurses-message-to-public/810651786090294/?__so__=permalink;Wash your hands nurses message to public;01-04-2020;Facebook;NA;NA;1;0;1;1;1;0;Ireland, UK;hospital;children's music, pop;humour, happiness;dance, news report;MT;JV;
159;video;GoogleSheet;https://www.facebook.com/REMhq/videos/249118386260962/;"REM release ""No Time For Love Like Now""";29-03-2020;Facebook;NA;NA;0;1;1;0;0;0;USA;home;rock, pop;grief/sadness, longing, togetherness, being moved, nostalgia, loneliness;NA;MT;JV, JB;
160;video;GoogleSheet;https://www.youtube.com/watch?v=v7oqAAXZaks;The Kiffness - Lockdown Rhapsody (Bohemian Rhapsody Parody);25-03-2020;YouTube;NA;NA;0;0;1;0;0;0;South Africa;darkness;rock, pop, oldies;humour;stylised video;MT;JW;
161;video;GoogleSheet;https://www.youtube.com/watch?v=oiAOS92bjeQ;"Wash Your Hands - Taylor Swift ""The Man"" Parody Acapella";09-03-2020;YouTube;NA;NA;0;0;1;0;1;0;USA;supermarket, home;pop;humour, happiness;splitscreen, music video, for kids;MT;DS;
164;video;GoogleSheet;https://www.youtube.com/watch?v=a5pld7dWv3o;"""Wake Me Up When Corona Ends"" - Green Day Parody";23-03-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;home;rock;humour, grief/sadness;music video, mv, lyrics;MT;JW;
165;video;GoogleSheet;https://www.youtube.com/watch?v=n1OCZRann8w;The Broadway Coronavirus Medley;21-03-2020;YouTube;NA;NA;0;0;1;0;1;0;USA;home;soundtrack/theme song, jazz, pop, oldies, musical;humour, happiness, loneliness;NA;MT;NCH;
166;video;GoogleSheet;https://www.youtube.com/watch?v=duX6vQvI9KU;Italian twins play coldplay during quarantine;22-03-2020;YouTube;NA;NA;1;0;0;1;0;0;Italy;home;rock, classical;happiness, togetherness, being moved;NA, from newsreport;MT;JW;
167;video;GoogleSheet;https://www.youtube.com/watch?v=1nTSJoxTgos;COVID CELLO PROJECT - Adagio from Bach Tocatta in Gm (in Am);01-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;classical;grief/sadness, longing, tenderness, togetherness;splitscreen, spliscreen, virtual ensemble;MT;NCH;
168;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/684628178951740/;Soo-Kyung Hong performing J.S.Bach cello sonata no. 5 in C minor, Prelude (Classical musicians to help refugees during the corona crisis);30-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark;home;classical, folk;grief/sadness, despair, being moved;refugee help, fundraiser for refugees;MT;JW;
169;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/355430012014539/;Christina Brabetz plays G.Fauré: Après un rêve (Classical musicians to help refugees during the corona crisis);31-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Germany, South Africa;home;classical, folk;grief/sadness, wistful, hope;refugee help;MT;NCH;
170;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/214993353041652/;S.Rachmaninoff: Daisies, op. 38 performormed by the wonderful Marianna Shirinyan (Classical musicians to help refugees during the corona crisis);31-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark, Norway, Armenia;home;classical;happiness, hopeful, elevated, peace;refugee help, fundraiser;MT;DS;
171;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/234492247752958/;Rune Sørensen from the Danish String Quartet shares his musical support!  (Classical musicians to help refugees during the corona crisis);31-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark;home;world, folk;happiness, hopeful, grief/sadness, nostalgia, longing;refugee help, plea for donations to refugees;MT;JV;
172;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/2234689153494240/;Shani Diluka performes J.S.Bach Prelude in C minor from Wohltemperierte Klavier (Classical musicians to help refugees during the corona crisis);01-04-2020;Facebook;NA;NA;0;0;0;0;0;0;France;home;classical;anger, frustration, despair;refugee help;MT;NCH;
173;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/811649292690375/;"Ragnhild Hemsing plays ""Wedding March of Myllarguten"" - Norwegian traditional. (Classical musicians to help refugees duirng the corona crisis)";01-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Norway;home;classical, folk;happiness, hopeful, caring, love, bittersweet;refugee help;MT;DS;
174;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/3136837209681346/;jarke Mogensen arranged and performes here Anitras Dance by E.Grieg (Classical musicians to help refugees during the corona crisis);02-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark;warehouse;world, classical;happiness, chucklesome, hope, nostalgia;refugee help, plea for donations to refugees;MT;JV;
175;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/3671802666194647/;"Cathy Krier Plays ""Valse mignonne"" by Cécile Chaminade (Classical musicians to help refugees during the corona crisis)";02-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Austria, Luxembourg;home;classical;happiness, uplifting;refugee help;MT;DS;
176;video;GoogleSheet;https://www.facebook.com/HelpRefugeesDuringCoronaCrisis/videos/2475483906101339/;"Here Jesenka Balic Zunic who plays ""La Sultanne"" by F.Couperin (Classical musicians to help refugees during the corona crisis)";03-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Croatia;home;classical;grief/sadness, longing;refugee help, splitscreen, solo performer;MT;JW;
177;video;GoogleSheet;https://twitter.com/JasonGregor/status/1245407976598286337;Mash-up up with accidents involving people synced with music;01-04-2020;Twitter;NA;NA;0;0;0;0;0;1;UK, USA, International;home, bull pin, outdoors;rock, pop, dance/electronica, soul, rock;humour;compilation, medley of clips, no single setting, performer or song;MT;JW;
178;video;GoogleSheet;https://www.youtube.com/watch?v=Axs65yLGOuw;"Stay at Home Video to the song ""Little Things"" of German Pop Punk Band Hazel The Nut";03-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Germany;home, outdoors;rock;togetherness, happiness, humour;music video, splitscreen, mv;MT;JW;
179;video;GoogleSheet;https://www.facebook.com/TheCritterFamily/videos/245813310149470/UzpfSTEwMDAwMTI1NTYwMTM3ODoyOTkyNjU3OTY0MTE5MzYx/;Jesse James played with protective masks during the lockdown - Critter Family;03-04-2020;Facebook;NA;NA;1;0;0;0;0;0;USA;home;bluegrass, country;happiness, humour;splitscreen;MT;DS;
180;video;GoogleSheet;https://vimeo.com/398130933;21st Century Consort: H2O | the complete concert filmed at the Hirshhorn after cancellation due to COVID-19;14-03-2020;Vimeo;NA;NA;1;0;0;0;0;0;USA;museum;classical;grief/sadness, fear, stillness;NA;MT;JB;
181;video;GoogleSheet;https://www.youtube.com/watch?v=SZZ24t3U7QA;New Orleans: trombone neighbors play on their porches while social distancing;04-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;balcony;jazz;togetherness, happiness;NA;MT;JV;
182;video;GoogleSheet;https://www.facebook.com/mizz.nikole/videos/2973901426003566/UzpfSTEwNTgwNTE3NDQxOTE2ODoxMDU4NzQ5Mzc3NDU1MjU/?__tn__=%2Cd%2CP-R;Red and Black Brass Band walk down their street playing for the neighborhood in St. Louis MO;03-04-2020;Facebook;NA;NA;1;0;0;1;0;0;USA;outdoors, street;jazz, rock, oldies;happiness, togetherness, humour;NA;MT;NCH;
183;video;GoogleSheet;https://www.facebook.com/ENSMB/videos/161080598445579/;Emperor Norton's Stationary Marching band social distance music video;06-04-2020;Facebook;NA;NA;1;1;0;1;0;0;USA;home, outdoors;funk, jazz, ska;togetherness, happiness;splitscreen;MT;JW;
185;video;GoogleSheet;https://www.facebook.com/BandaHeredia/videos/2904264056323736/;Banda de Conciertos de Heredia;10-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Costa Rica;home;classical;grief/sadness, longing, togetherness;splitscreen;MT;DS;
186;video;GoogleSheet;https://www.youtube.com/watch?v=yYOkgCkxj9I;Baked Potato (Matt Lucas) (Fundraising for NHS, UK);02-04-2020;YouTube;NA;NA;1;1;1;1;1;0;UK;animation;pop, children's music, soundtrack/theme song;humour, happiness, gratitude;fundraiser feed nhs;MT;JW;
187;video;GoogleSheet;https://www.youtube.com/watch?v=EN9Tmch2dkU;Wash your Hands (Baby Shark);20-03-2020;YouTube;NA;NA;1;0;1;0;1;0;USA, South Korea;animation;pop, children's music;humour, happiness;still, for kids;MT;DS;
188;video;GoogleSheet;https://www.youtube.com/watch?v=a-t-McubS0c;Inside Club Quarantine: The Future Of Nightlife from Vice;09-04-2020;YouTube;NA;NA;1;0;0;1;0;0;Canada, International;home, zoom;dance/electronica;togetherness, happiness, humour, queer;splitscreen, informational, news report, zoom;MT;DS;
189;video;GoogleSheet;https://www.youtube.com/watch?v=KCNglKoG9-g;Hamza Said Chraibi ft Karam Lefheiel - Stay Home (Covid19);14-04-2020;YouTube;NA;NA;1;1;0;0;0;0;Italy, Morocco;home, outdoors;world, folk;togetherness, happiness;splitscreen;MT;DS;
190;video;GoogleSheet;https://www.youtube.com/watch?v=k3_crTZ0NHg;"""Ruthless school choir stages direct assault on human heart, performs canceled concert remotely"" (https://news.avclub.com/ruthless-school-choir-stages-direct-assault-on-human-he-1842401804?fbclid=IwAR1ZPmPb7xwh5grKYbf_sREW51_isB2xNDc4WDL5BHQvNFZeLBrLhQXU1Jc)";17-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;soundtrack/theme song, oldies;happiness, being moved, togetherness;splitscreen;MT;JW;
192;video;GoogleSheet;https://www.youtube.com/watch?v=5mptAN9ssrs;One Foot Artist Collab version (Shiny Shiny Black);19-04-2020;YouTube;NA;NA;1;1;0;0;0;0;USA;home, garage;rock, pop;togetherness, happiness, being moved;splitscreen;MT;JW;
193;video;GoogleSheet;https://www.youtube.com/watch?v=0VDUrLq7GDs;The Ambling Band Funky Lockdown;17-04-2020;YouTube;NA;NA;1;0;0;1;0;0;USA, Australia;home;funk, disco, oldies;happiness, humour, togetherness;splitscreen, marching band;MT;JW;
195;video;GoogleSheet;https://www.youtube.com/watch?v=ymFRtaohk4M;Royal Academy of Music Musical Theatre alumni choir to say thank you to NHS and health workers around the world;23-04-2020;YouTube;NA;NA;1;0;0;0;0;0;UK;home;pop, soundtrack/theme song, musical theatre, musical;gratitude, togetherness, being moved, uplifting, emotional_keywords;splitscreen, choir;DS;NCH;
198;video;GoogleSheet;https://www.youtube.com/watch?v=dnZBOwMHte4;Megachurch pastor Tries to Blow Away Coronavirus but I make it music;16-04-2020;YouTube;NA;NA;0;1;1;0;0;0;USA;church, studio;jazz;humour, anger;parody;MT;JV;
199;video;GoogleSheet;https://www.youtube.com/watch?v=EcLu2etbx6w;Dax - Coronavirus (State of emergency);14-04-2020;YouTube;NA;NA;0;1;1;0;1;1;USA, Canada;warehouse, industrial hall;rap/hip-hop;anger, frustration;music video;MT;NCH;
200;video;GoogleSheet;https://www.youtube.com/watch?v=juugAWnBRKY;My Name is Corona;09-03-2020;YouTube;NA;NA;1;1;1;1;0;0;USA, India;animation;dance/electronica, world, reggae, rap/hip-hop;humour;music video, bluescreen, greenscreen;MT;JW;
201;video;GoogleSheet;https://www.youtube.com/watch?v=MMBh-eo3tvE;Do Re Mi - Covid 19 version;28-03-2020;YouTube;NA;NA;1;0;1;0;1;0;New Zealand;outdoors;soundtrack/theme song;humour, happiness, togetherness;movie excerpt, voice over;MT;DS;
202;video;GoogleSheet;https://www.facebook.com/marcrebillet/videos/593223701281295/;Essential Workers Anthem;18-04-2020;Facebook;NA;NA;0;1;1;1;0;0;USA;home;dance/electronica, funk;happiness, gratitude;looping;MT;DS;
203;video;GoogleSheet;https://www.youtube.com/watch?v=jn8qM-vzqc8;"The Main Squeeze - ""With A Little Help From My Friends"" (The Beatles/Joe Cocker Cover)";20-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA, International;home;rock, oldies, blues;togetherness, happiness, being moved;splitscreen;MT;JW;
204;video;GoogleSheet;https://www.youtube.com/watch?v=lFd4NThBmfo;EDEN - The Earth must survive - 3 dancers, dancing  at safe distance;26-02-2020;YouTube;NA;NA;1;0;0;1;0;0;Italy;venue;classical;fear, being moved;dance;MT;JB;
205;video;GoogleSheet;https://www.youtube.com/watch?v=kn6hi5yUYbE;San Jose mother starts neighborhood dance party to fight COVID-19 quarantine blues.;22-03-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;outdoors, home;funk, children's music, pop;togetherness, happiness, loneliness;news report;MT;DS;
206;video;GoogleSheet;https://www.youtube.com/watch?v=H9ZqmIFzZpE;Quarantine Dance Party - Physical by Dua Lipa;01-04-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;home, outdoors;pop, dance/electronica;togetherness, happiness, energy;compilation, dance;MT;NCH;
207;video;GoogleSheet;https://www.youtube.com/watch?v=LPBfT1nxkYk;I did a quarantine concert with DJ Jazzy Jeff!;17-03-2020;YouTube;NA;NA;1;1;1;1;0;0;USA;home, home stage;funk, rap/hip-hop;happiness, togetherness;concert, splitscreen;MT;JW;
208;video;GoogleSheet;https://www.youtube.com/watch?v=I3xpRZITi2w;"""Quarantine"" a song by Mat Best and Tim Montana";26-03-2020;YouTube;NA;NA;1;1;1;0;0;0;USA;home, outdoors;country;humour, happiness;music video;MT;JV, JB;
210;video;GoogleSheet;https://www.facebook.com/israel.philharmonic/videos/237768480649455/;"Schubert ""Die Forelle"", Op. 32, D 550";23-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Israel, Germany, Austria, France;home;classical;happiness, gratitude, uplifting, playful;splitscreen;MT;DS;
211;video;GoogleSheet;https://www.facebook.com/israel.philharmonic/videos/2807211682709799/;Itzhak Perlman plays Schindler's List' theme;21-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;home;soundtrack/theme song, classical;grief/sadness, togetherness;NA;MT;DS;
212;video;GoogleSheet;https://www.facebook.com/rivka.arki.amar/videos/10157430043114773/;Take five / Dave Brubeck by Rivka Arki Amar in Harp;22-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;home;jazz;happiness, peace, hope, tranquility;splitscreen;MT;NCH;
213;video;GoogleSheet;https://www.facebook.com/rivka.arki.amar/videos/10157407394359773/;Song from a Secret Garden by Rivka Arki Amar in Harp;17-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;home;classical, soundtrack/theme song;grief/sadness, longing, togetherness, being moved, tenderness, nostalgia;splitscreen;MT;JV;
214;video;GoogleSheet;https://www.facebook.com/rivka.arki.amar/videos/10157396946344773/;Somewhere over the rainbow by Rivka Arki Amar in Harp;14-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;home;soundtrack/theme song, oldies;happiness, longing, togetherness, being moved;splitscreen, solo performer;MT;JW;
215;video;GoogleSheet;https://www.facebook.com/rivka.arki.amar/videos/10157394153749773/;Canon / Pachelbel for 6 celtic harps by Rivka Arki Amar in Harp;13-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;home;classical;happiness;splitscreen, solo performer;MT;JW;
216;video;GoogleSheet;https://www.facebook.com/israel.philharmonic/videos/2709305146052088/;Passover songs by the Israel Philharmonic Orchestra,<U+200F> arranged by Micha Davis;06-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Israel;home;classical, folk;happiness, nostalgia;splitscreen;MT;JV;
217;video;GoogleSheet;https://www.facebook.com/israel.philharmonic/videos/2505753653019487/;Boaz Meirovitch, Israel Philharmonic Orchestra flute player, demonstrates the flute;02-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;home;classical;happiness;educational, talking;MT;NCH;
218;video;GoogleSheet;https://www.facebook.com/israel.philharmonic/videos/506360396725008/;Asaf Maoz, Israel Philharmonic Orchestra violin player, demonstrates the violin;24-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;home;classical;happiness;educational, talking;MT;NCH;
219;video;GoogleSheet;https://www.facebook.com/israel.philharmonic/videos/254812412189978/;Israel Philharmonic Orchestra Principal Oboist Dudu Carmel and Cellist Linor Katz;23-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Israel;home;classical;longing, grief/sadness, being moved;NA;MT;JV, JB;
220;video;GoogleSheet;https://www.facebook.com/HuffPostCanada/videos/2286044561699119/UzpfSTUzMDg0NDczOToxMDE1ODQzNzE0MDI5OTc0MA/?notif_id=1587675486163714;Bhangra dancer and bagpiper join forces;07-04-2020;Facebook;NA;NA;1;0;0;1;0;0;Canada;outdoors;folk;happiness, togetherness;dance;MT;JB;
221;video;GoogleSheet;https://www.youtube.com/watch?v=wlgVsuHTa_U;Italian folk dancer performs in a deserted piazza;20-04-2020;YouTube;NA;NA;0;0;0;1;0;0;Italy;outdoors, street, deserted plaza;folk, world;loneliness, togetherness, being moved, defiance, grief/sadness, longing, happiness;dance;DS;JV, JB;
222;video;GoogleSheet;https://www.facebook.com/hanearlpark/videos/547180226226195/?__xts__[0]=68.ARAwlFT5HF9Nlxp2dTn1dZF4sl-7Sgeb2u2jl23Hgm--G-bZ8QDMGksLk5ppEdEt5wjNbJdCifWvrN9Ojx-fDFzFdx7KMFSO4zVUHFOdPIt-EHW-RBDSVLrYaM09tYYkQ3FBslwzxd6CSNnUBeDH6mK3nAjzgsHutivFxSlEmImR2_uc5h2ARfDPkIwYB4zo2MHTIlFwxtIgVhtlrCYxH_O6SOCH9fpg-OhuySCEusps3G4MOMveQd6gehNpKojXnsTtd-l5AzVZrQ7SfaO_fB9nzl1rf8vS8BSM23BqoHpsVwS2S-Ks3EAnjf1tHcVH0717dYTes0k19hyoZIyjIesXXR4;"""Grumble: A Lockdown Miniature."" Original improvised guitar piece by Han-earl Park";23-04-2020;Facebook;NA;NA;0;1;0;0;0;0;USA;home;alternative;loneliness;black and white;MT;JB;
223;video;GoogleSheet;https://www.youtube.com/watch?v=ORNCDCxpMM4;Bella Ciao - Banda degli Ottoni a Scoppio in Quarantena;23-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Italy;home;folk, world;togetherness;multilayer film, music video;MT;DS;
224;video;GoogleSheet;https://www.facebook.com/joe.bolzenius/videos/2915042825197413/;New Basics Brass Band playing in Parking lot of restaurant;22-04-2020;Facebook;NA;NA;1;0;0;0;0;0;USA;outdoors, parking space, parking lot;jazz;happiness, togetherness;short clip;MT;JW;
225;video;GoogleSheet;https://blog.smu.edu/meadowsremote/2020/04/20/smu-trumpet-faculty-joins-worlds-most-celebrated-players-to-honor-healthcare-workers/;SMU Trumpet Faculty composes /performs song written for  healthcare workers;23-04-2020;blog.smu.edu;NA;NA;1;1;0;0;0;0;USA, International;home;jazz;togetherness, gratitude, happiness;splitscreen;MT;JV;
226;video;GoogleSheet;https://www.youtube.com/watch?v=LFBMdwKkP7g;"Pandora employees cover ""Come and Get Your Love""";21-04-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;home;funk, rock, disco;happiness;splitscreen;MT;JV;
227;video;GoogleSheet;https://www.youtube.com/watch?v=yrJPZtcH140;"Zoom the Band ""I Wanna See My Friends""";24-04-2020;YouTube;NA;NA;1;1;1;0;0;0;USA;home;rock;happiness, loneliness, boredom, humour, frustration;fish eye effect, video collage;MT;NCH;
228;video;GoogleSheet;https://www.youtube.com/watch?v=whNICyl_et0;Coronavirus Etude - for Piano and Disinfecting Wipe - WATCH UNTIL THE END!;14-03-2020;YouTube;NA;NA;0;1;0;0;0;0;USA;home;classical;humour;NA;MT;JB;
229;video;GoogleSheet;https://www.youtube.com/watch?v=sasPmpBhR10;New Kids On The Block - House Party (Official Music Video);23-04-2020;YouTube;NA;NA;1;1;1;1;0;0;USA;home;rap/hip-hop, soul/R&B, pop;happiness;music video;MT;JV;
230;video;GoogleSheet;https://www.youtube.com/watch?v=HY9G3kp5ux0;Playing Music in Corona Times - Hatikva;06-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Israel;home;classical;togetherness, hope, grief/sadness, being moved, melancholy, nationalism;splitscreen;DS;JV;
232;video;GoogleSheet;https://www.facebook.com/michal.kogut.5/videos/10219286757814543/;"""Made in Israel"", Hebrew, sang by Michal Kogut Arbell";29-04-2020;Facebook;NA;NA;0;0;0;1;0;0;Israel;home;jazz, pop;happiness;splitscreen, choir;MT;JV;
233;video;GoogleSheet;https://www.facebook.com/micha.davis.71/videos/10222754866926869/;Micha Davis<U+200E><U+200F> in Trombone;26-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Israel;home;jazz, oldies;happiness;NA;MT;NCH;
234;video;GoogleSheet;https://www.youtube.com/watch?v=Z_mspzhels8;2 Israeli Songs (Ata Li Eretz and The Last War) in trombne, arrangement and playing  by Shachar Israel;27-04-2020;YouTube;NA;NA;0;0;0;0;0;0;Israel;home;classical;grief/sadness, uplifting;splitscreen;MT;DS;
235;video;GoogleSheet;https://www.facebook.com/watch/?v=2435553593402197;Boismortier - Concerto in a minor - Allegro<U+05EA> Flute quintet;24-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Israel;home;classical;happiness;splitscreen;MT;JV;
236;video;GoogleSheet;https://www.facebook.com/watch/?v=2936629353093060;"""One human tissue"", Hebrew, by Kippalive";26-04-2020;Facebook;NA;NA;1;0;1;0;0;0;Israel;home, outdoors;ballad, pop;togetherness;choir, splitscreen;MT;NCH, JB;
237;video;GoogleSheet;https://www.youtube.com/watch?v=EaSBt7474_0;"""Not touching you"", Hebrew. Yehudit Ravitz with Lavi Quartet";27-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Israel;home;folk, pop, ballad;grief/sadness, happiness, longing, being moved;splitscreen;MT;JV, JB;
238;video;GoogleSheet;https://www.youtube.com/watch?v=ezOdhHyb68w;"""Uitgaan in de 1,5m samenleving 2020"" [""Going out in the 1,5m society 2020""], Dutch, by Bitterzoet (concert venue/club)";25-04-2020;YouTube;NA;NA;1;0;0;1;0;1;Netherlands;venue, club, outdoors;dance/electronica;humour, uncertainty;short film, political;MT;NCH;
239;video;GoogleSheet;https://www.facebook.com/105393801133301/posts/119996743006340/;WG Covid Collab;28-04-2020;Facebook;NA;NA;1;0;0;0;0;0;USA, Belgium;home;bluegrass, country;excitement, resilience;splitscreen, black and white, music video;MT;DS;
240;video;GoogleSheet;https://www.youtube.com/watch?v=NeLdjvH57z4;"Neil Young ""Shut It Down 2020""";09-04-2020;YouTube;NA;NA;1;1;1;0;0;0;USA, Canada;home, outdoors, studio;rock;togetherness, anger, hope;music video;MT;DS;
241;video;GoogleSheet;https://www.facebook.com/ItsLadyLeshurr/videos/626922171483892/UzpfSTI5MDk5NDU6MTAxMDIxMTUyNjc3MTMzNzA/;Lady Leshurr, corona-themed grime freestyle;20-03-2020;Facebook;NA;NA;0;1;1;0;1;1;UK;home;rap/hip-hop;humour, fear, uncertainty;NA;MT;NCH;
242;video;GoogleSheet;https://www.youtube.com/watch?v=JmEqXMqKvy8;#socialdistancing Zoom Party;27-03-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;home;pop, dance/electronica, sould/R&B, rap/hip-hop;togetherness, happiness;zoom, splitscreen, party, compilation;MT;JV;
243;video;GoogleSheet;https://www.facebook.com/ilan.rechtman/videos/10158110578473286/;Jazzical for Cello & Piano — Ilan Rechtman;02-05-2020;Facebook;NA;NA;0;1;0;0;0;0;Israel;home;jazz, classical;happiness, grief/sadness, relaxed;splitscreen, soloist;MT;JW;
244;video;GoogleSheet;https://www.youtube.com/watch?v=nexnnrYyTmc;Andrea Bocelli And Celine Dion: ‘The Prayer’;29-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Italy;home;ballad, pop, opera;togetherness, being moved;splitscreen, music video, zoom;MT;DS;
245;video;GoogleSheet;https://www.youtube.com/watch?v=rqzkn-jX-JU;Bolero Juilliard;03-04-2020;YouTube;NA;NA;1;0;0;1;0;0;USA;home;classical, jazz;happiness, being moved;splitscreen, orchestra, dancers;MT;JW;
246;video;GoogleSheet;https://www.facebook.com/watch/?v=228813041544238;The Green Machine by Marsh Dondurma group;22-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Israel;home;funk, jazz;happiness, humour;splitscreen, multitracked;MT;JV, JB;
248;video;GoogleSheet;https://www.youtube.com/watch?v=jH6wxVujq0w;Walter Martin - Quarantine Boogie (Loco) [Official Video];15-04-2020;YouTube;NA;NA;0;1;1;0;0;0;USA;home;blues, country, folk, jazz;humour, happiness;music video;MT;JV;
249;video;GoogleSheet;https://www.facebook.com/WorthingtonUMC/videos/282039106299411/;"Choir director adopts layered ""cloning"" to facilitate ensemble play";05-05-2020;Facebook;NA;NA;0;0;0;0;0;0;USA;classroom;classical, religious, hymn;happiness, peace;splitscreen;MT;NCH;
250;video;GoogleSheet;https://www.youtube.com/watch?v=s0PCMNels-s, https://www.stereogum.com/2083194/645ar-yoga-video/video/;645AR’s “Yoga” Video Is A Surreal Coronavirus-Themed NYC Alien Invasion Hallucination With Insane Music To Match;04-05-2020;YouTube;NA;NA;0;1;1;0;0;0;USA;home, animation, street;rap/hip-hop, dance/electronica;anger, confusion, fear;music video, animation, surreal;MT;NCH;
251;video;GoogleSheet;https://www.youtube.com/watch?v=qnb5duYcwb0;A Memorial For Us All (organized by Wynton Marsalis);03-05-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;jazz, blues;longing, loneliness, grief/sadness;splitscreen, multitracked;MT;JB;
252;video;GoogleSheet;https://www.youtube.com/watch?v=INaaafxb6EI, https://www.instagram.com/p/B9rTzVUA4p2/, https://www.instagram.com/p/B9kvv79AAUw/?hl=en;Cardi B's Coronavirus Instagram remixed by iMarkkeyz;14-03-2020;YouTube;NA;NA;0;1;1;1;0;0;USA;home, outdoors, venue;rap/hip-hop, trap, pop;fear;compilation, music video, dance;DS;NCH;
253;video;GoogleSheet;https://www.youtube.com/watch?v=gp0fiMGJtBY;Coronavirus: Music stars perform live-streamed concert to celebrate health workers;19-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA, UK;home;jazz, rock, pop, soul/R&B;togetherness, gratitude, grief/sadness;news report, compilation;MT;DS;
254;video;GoogleSheet;https://www.youtube.com/watch?v=SYJCYr1I-Sk;"Celine Dion, Andrea Bocelli, Lady Gaga, Lang Lang, John Legend Perform ""The Prayer"" | OW:TAH";18-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;pop, ballad, classical;togetherness;news report, splitscreen, multitracked;MT;JB;
255;video;GoogleSheet;https://www.youtube.com/watch?v=9Eo9M4-BrJA;Coronavirus Rhapsody (based on Bohemian Rhapsody) - Covid19;28-03-2020;YouTube;NA;NA;0;0;1;0;1;0;Mexico;home;rock, pop, musical;humour, happiness, excitement, frustration;splitscreen, splitscreeen;MT;NCH;
256;video;GoogleSheet;https://www.youtube.com/watch?v=G-ugfNXYcDg;Family Lockdown Boogie;02-04-2020;YouTube;NA;NA;1;1;1;1;0;0;New Zealand, USA;home;dance/electronica, pop;humour, togetherness, being moved, happiness;dance, music video;MT;JV, JB;
257;video;GoogleSheet;https://www.youtube.com/watch?v=BclyFzZtE4k;Ballerina dances the empty streets of Amsterdam;14-04-2020;YouTube;NA;NA;1;0;0;1;0;0;Netherlands;outdoors, venue;world, classical;grief/sadness, togetherness, loneliness;dance;MT;JV;
258;video;GoogleSheet;https://www.youtube.com/watch?v=8_AxMA_dE4Q;Bach to the Barre! Staying home with TSO musicians & National Ballet of Canada dancers;24-04-2020;Facebook;NA;NA;1;0;0;1;0;0;Canada;home;classical;humour, togetherness;splitscreen, dance, multitracked;MT;JB;
