ID;Category;Source;URLs;Title;PublicationDate;SoMePlatform;RetroSampleDate;RetroSampleCountry;JointMusicking;OrigCovidSong;OrigCovidLyrics;Movement;HealthInfo;Conflict;Country;Setting;Genre;Emotions;Features;FirstCoder;SecondCoder;Comments
259;video;GoogleSheet;https://www.youtube.com/watch?v=FuvXG4As80c;Ballet connects dancers in lockdown - Dutch National Ballet;21-04-2020;YouTube;NA;NA;1;0;0;1;0;0;Netherlands;home;rock, pop, acoustic;togetherness, being moved, inspiring;splitscreen, music video/production;MT;DS;
260;video;GoogleSheet;https://www.youtube.com/watch?v=cdEOY5MswX4;Dancing through corona lockdown: ballet at home part 2;07-04-2020;YouTube;NA;NA;0;0;0;1;0;0;USA, Germany;home;world, classical;humour, happiness;educational, dance;MT;JV;
261;video;GoogleSheet;https://www.youtube.com/watch?v=k0KQlDPl1WM;Dancing through corona lockdown: ballet at home part 1;02-04-2020;YouTube;NA;NA;0;0;0;1;0;0;USA, Germany;home;classical;humour, happiness, togetherness, creativity;educational, news report/educational;MT;DS;
262;video;GoogleSheet;https://www.youtube.com/watch?v=_28wL312E9c;The Sound of Silence - Tous dans ton Brass - feat. Ibrahim Maalouf & Clément Saunier;07-05-2020;YouTube;NA;NA;1;0;0;0;0;0;France;home;brass, folk, oldies, classical;grief/sadness, being moved;splitscreen, brass band;MT;JW;
263;video;GoogleSheet;https://www.instagram.com/tv/B_5lppOh4c2/;"Cobie Smulders reprising HIMYM's ""Robin Sparkles"" character for Instagram PSA parody";07-05-2020;Instagram;NA;NA;0;0;1;0;0;0;Canada;home;pop;humour;NA;MT;JV;
264;video;GoogleSheet;https://www.youtube.com/watch?v=05wKrAnFHU0;"""Quaransheen"" by Kirby Krackle";08-05-2020;YouTube;NA;NA;0;1;1;0;0;0;USA;home;rock, dance/electronica;humour, frustration, loneliness;music video, video collage;MT;NCH;
265;video;GoogleSheet;https://www.youtube.com/watch?v=BdJS11C8LA0;"Weezer's ""Hero"" (ode to essential workers)";06-05-2020;YouTube;NA;NA;1;1;0;0;0;0;USA;home, outdoors;rock;gratitude, togetherness, happiness;splitscreen, music video;MT;JV, JB;
266;video;GoogleSheet;https://www.youtube.com/watch?v=59ggooQpKQI;"Doja Cat & Nicki Minaj ""Say So"" (corona-themed verse added via Minaj remix)";11-05-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;studio;dance/electronica, pop, rap/hip-hop;happiness;music video;MT;JV;
267;video;GoogleSheet;https://www.tiktok.com/@hamstarz/video/6801990390607121670?lang=en, https://www.youtube.com/watch?v=lOJ8Lc-TfNg;Hamster gives PSA;09-03-2020;TikTok, YouTube;NA;NA;0;0;1;0;1;0;USA;home;pop, dance/electronica;humour, happiness;NA;MT;DS;
281;video;GoogleSheet;https://www.instagram.com/p/B-FNg4rFIqK/;HouseMusicDWFoM (Don Wright Faculty of Music at Western University - London, Ontario, Canada);23-03-2020;Instagram;NA;NA;0;1;0;0;0;0;Canada;home, studio;dance/electronica, ambient, shoegaze;peace, trance;remix, home sounds, house music challenge;DS;JW;
305;video;GoogleSheet;https://www.youtube.com/watch?v=xtSY0LVV3qg;Steven Isserlis children's concert;29-03-2020;YouTube;NA;NA;0;0;0;0;0;0;UK;home;classical;togetherness,happiness;livestream, for kids;NCH;JW;
306;video;GoogleSheet;https://www.facebook.com/IdanRaichel/videos/1348124035388730/;"Idan Raichel live-streaming from his living room in quarantine (Feker Libi is the song he wrote for the now cancelled Eurovision 2020; the link provided is just one song of a much longer concert)";30-03-2020;Facebook;NA;NA;0;1;0;0;0;0;Israel;home;pop, rock;NA;livestream;MT;JW;
316;video;GoogleSheet;https://www.facebook.com/salvadorsobralmusic/videos/743158286217735/;Livestreamed concert with Portuguese musicians Salvador Sobral and André Santos;14-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Portugal;venue, home;pop;NA;livestream;NCH;JW;
317;video;GoogleSheet;https://www.facebook.com/luisasobralmusic/videos/531017447789999/;Livestreamed concert with Portuguese singer Luísa Sobral;22-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Portugal;home;pop;NA;livestream;NCH;JW;
321;video;GoogleSheet;https://www.youtube.com/watch?v=oilZ1hNZPRM;Hamilton cast in Some Good News;05-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;musical, soundtrack/theme song;happiness, being moved, togetherness, drama;news report, splitscreen, song starts at 11:15;NCH;JW;
330;video;GoogleSheet;https://www.youtube.com/watch?v=1GouPL2hNSg;Ukeleke orchestra of Great Britain;19-04-2020;YouTube;NA;NA;1;0;0;1;0;0;UK;outdoors, home;folk;humour, togetherness, happiness, joy;live comments, multitrack, splitscreen;JB;JW;
331;video;GoogleSheet;https://www.youtube.com/watch?v=OlIDus_4eF0;"""Quarantunes"" by Tesla Quartet | ""Variations on a Russian Theme"" ";21-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;classical;sadness, being moved;splitscreen;JV, MT;JW;
338;video;GoogleSheet;https://www.youtube.com/watch?v=rKyLspnPvts;Keren Peles and 24 female musicians sings together;10-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Israel;home;pop, world;togetherness, being moved;splitscreen;JV, MT;JW;
350;video;GoogleSheet;https://www.youtube.com/watch?v=YbK8M_baxkw;"Sam Bevan composition ""Suburban Icons"" ";28-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;jazz;happiness, chill;splitscreen;JV, MT;JW;
361;video;GoogleSheet;https://www.youtube.com/watch?v=agIvUbHtMqc;"Christine And The Queens: ""People, I've been sad"" (On Colbert @home)";08-05-2020;YouTube;NA;NA;0;1;0;0;0;0;France;home, window;pop, alternative;grief/sadness, loneliness;talkshow, livestream;MT;JW;
362;video;GoogleSheet;https://www.youtube.com/watch?v=hfLEvRY1kcA;Ben Gibbard: Live From Home (5/7/20);08-05-2020;YouTube;NA;NA;0;0;0;0;0;0;USA;home;pop, oldies;grief/sadness, fatigue, hope, nostalgia;livestream;DS;JW;
676;video;SurveyXact;https://www.facebook.com/rjouan.cello/videos/1572467476248823;"Day 37. ""Taiji Mantra"" feat Wu Man (Pipa player) and Patricia Jouan (Taiji Quan Chen style) (Pipa and viola play online with Taiji during the COVID-19)";22-04-2020;Facebook;NA;NA;1;0;0;1;0;0;France, China, USA;home;world, traditional chinese;calm, serenity, togetherness, peace;splitscreen;DS;JW;
691;video;SurveyXact;https://twitter.com/Nate_Tice/status/1245477748430131200;Neighbourhood brass - Twitter;02-03-2020;Twitter;NA;NA;1;0;0;0;0;0;USA;outdoors;brass, oldies, rock, blues, soul/R&B;happiness, togetherness;NA;MT;JV, JB;
692;video;SurveyXact;https://www.youtube.com/watch?v=t_s6waEUTbI;A new quarantine song from Berlin punk group Die Ärzte;27-03-2020;YouTube;NA;NA;1;1;1;0;0;0;Germany;home;rock;humour;splitscreen;MT;JW;
693;video;SurveyXact;https://www.youtube.com/watch?v=S8Pvmbc5jig;<U+039A><U+03BF><U+03C1><U+03BF><U+03BD><U+03BF><U+03CA><U+03CC><U+03C2> (Greek Island Coronavirus Song);01-03-2020;YouTube;NA;NA;1;1;1;0;0;1;Greece;outdoors, beach;folk, world;happiness, humour;misinformation;MT;DS;
694;video;SurveyXact;https://www.youtube.com/watch?v=wSHOD1fD2yY;Cases of virus are getting higher in Sri Lanka. Two Youtubers based in Sri Lanka have created this video. There are using a traditional genre of music called “viridu” for this. Traditionally viridu was sung with a rabana (a drum like a tambourine) to make aware the public about various topics. These two guys are very effectively using that genre for campaign against new Corona virus. Song is mainly sung in Sinhala language and subtitled into English and Tamil, other languages spoken in the country - Sudesh Mantillake;16-03-2020;YouTube;NA;NA;1;1;1;1;1;0;Sri Lanka;transport, bus;world;humour, happiness;NA;MT;JV;
695;video;SurveyXact;https://www.youtube.com/watch?v=zl-T3HXY6hE;Here is one from Indonesia. Waspada & Do'a LAGU VIRUS CORONA 4 BAHASA - Gafarock (Nada Asli lagu Jaranan Karya Ki Hadisukatno);01-03-2020;YouTube;NA;NA;1;0;1;0;0;0;Indonesia;outdoors, forest;rock, heavy metal, world;humour, anger;music video;MT;NCH;
696;video;SurveyXact;https://www.youtube.com/watch?v=xipcly_pdg4;Old Town Road || Coronavirus Parody;16-04-2020;YouTube;NA;NA;0;1;1;0;1;0;Indonesia, USA;home;rock, funk, pop, country;humour, happiness;green screen;MT;JW;
697;video;SurveyXact;https://www.youtube.com/watch?v=xGKFVMgjrPc;'Thank U Frontline' by Chris Mann (Alanis Morissette);01-04-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;outdoors, porch, home;pop, rock;gratitude, togetherness, being moved;music video, slide show, video collage;MT;NCH;
698;video;SurveyXact;https://www.youtube.com/watch?v=YeSnfWzNe-Y;Hilarious! The CORONAVIRUS CONCERTO - Rainer Hersch;19-05-2020;YouTube;NA;NA;0;1;0;0;0;1;UK;venue, concert hall;classical;humour;satire, greenscreen, bluescreen;MT;JW;
700;video;SurveyXact;https://www.youtube.com/watch?v=mnRP8HsaHhM;Life in your love - Olivia Swift (Virtual choir performance for a wedding);29-03-2020;YouTube;NA;NA;1;1;0;0;0;0;Australia;home;classical;happiness, being moved;splitscreen, choir;MT;JW;
701;video;SurveyXact;https://www.youtube.com/watch?v=XuWgXGIByAw;Virtual Choir Tutorial;22-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;animation;classical;NA;educational, instructional, tutorial, informative;MT;JW;
703;video;SurveyXact;https://www.youtube.com/watch?v=ksnS95QVFSM, https://soundcloud.com/dizzdakidd/fuck-the-corona;Gotty Boi Chris - Fuck The Corona;16-03-2020;YouTube, Soundcloud;NA;NA;0;1;1;0;1;1;USA;NA;rap/hip-hop;grief/sadness, anger;NA;MT;NCH;
704;video;SurveyXact;https://www.youtube.com/watch?v=6-9yg3HxEO8;RESISTREAM! banda roncati 25 Aprile 2020;25-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Italy;home;folk;togetherness, grief/sadness;multitracked;MT;JB;
705;video;SurveyXact;https://www.youtube.com/watch?v=Zg2dmvvew_o;Psychs - Spreadin' (Coronavirus) | [Music Video];16-03-2020;YouTube;NA;NA;0;1;1;0;1;0;UK;outdoors, parking lot;rap/hip-hop;grief/sadness, anger;music video, music video (mv);MT;JW;
706;video;SurveyXact;https://www.youtube.com/watch?v=ugtN6HCqatc;Gmac Cash - Coronavirus (Official Video) Shot By @Ayeyonino #Coronaviruschallenge;15-03-2020;YouTube;NA;NA;0;1;1;0;1;0;USA;home, store, outdoors;rap/hip-hop, pop;fear, anger, humour;music video;MT;JB, DS;
707;video;SurveyXact;https://www.facebook.com/drpigekoret/videos/218410302595699/UzpfSTYzOTcwNTAxNToxMDE1ODUzOTYxMDY0NTAxNg/;"Danish National Radio's Girls' Choir sings ""Fald min engel"" by Steffen Brandt";05-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Denmark;home;pop, ballad;togetherness, happiness;splitscreen, choir, virtual choir;MT;NCH;
708;video;SurveyXact;https://www.youtube.com/watch?v=M6oXY5PCSrE;I miss one week ago - Oh Land;19-03-2020;YouTube;NA;NA;0;1;1;0;0;0;Denmark;home;pop, ballad, acoustic;grief/sadness, togetherness;NA;MT;DS;
709;video;SurveyXact;https://www.youtube.com/watch?v=1h2BqSS5R3U;"Alicia Keys Puts An At-Home Spin On Flo Rida's ""My House""";03-04-2020;YouTube;NA;NA;0;0;1;0;0;0;USA;home;pop, soul/R&B;togetherness, happiness, encouragement, gratitude, humour;NA;MT;NCH;
710;video;SurveyXact;https://www.facebook.com/watch/?v=599193177337236;Cellist cheers up Dubai, Meet the Danish cellist cheering up Dubai residents;31-03-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark, UAE;home, balcony;classical, soundtrack/theme song;grief/sadness, togetherness, being moved, gratitude;NA;MT;NCH;
711;video;SurveyXact;https://www.youtube.com/watch?v=uF3dg5seGLs;CORONA VIRUS ???? - Yofrangel (Official Video);09-02-2020;YouTube;NA;NA;1;1;1;1;0;0;Dominican Republic;ambulance;rap/hip-hop, soul/R&B;humour;music video;MT;JB;
712;video;SurveyXact;https://soundcloud.com/user-275864738/viral-counterpoint-of-the-coronavirus-spike-protein-2019-ncov;Sonification of coronavirus spike protein;13-03-2020;Soundcloud;NA;NA;0;1;0;0;0;0;USA;NA;classical;happiness, curious, loneliness;sonification, computer generated sounds of coronavirus;MT;JB;
713;video;SurveyXact;https://www.facebook.com/joyoaliwaheed/videos/3074179702634243/;I would like to add a song from Tando Allahyar, Sindh (Pakistan) to your playlist performed by Shamu Bai. At the end, the singer asks people to participate in stopping the virus by washing their hands and not leaving the house.;30-03-2020;Facebook;NA;NA;1;0;0;0;0;0;Pakistan;home, studio;world, traditional pakistani;happiness, togetherness (unsure);sung in urdu;MT;JW;
716;video;SurveyXact;https://www.youtube.com/watch?v=RIYOEkZX9sM;Deze week, de week van 7 april 2020, zou het Noord Nederlands Orkest de Matthäus Passion uitvoeren met de sopraan Johannette Zomer. Helaas kon dat niet doorgaan vanwege de COVID-19 maatregelen in Nederland. In plaats daarvan hebben wij deze video gemaakt, met anderhalve meter afstand.;06-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Netherlands;outdoors;classical;grief/sadness, happiness, longing;NA;MT;JB;
718;video;SurveyXact;https://www.youtube.com/watch?v=6nZQRt4BXr8;Briggs & Minchin: HouseFyre (critique of the Australian PM's response to covid-19);08-04-2020;YouTube;NA;NA;1;1;1;0;0;0;Australia;home, outdoors;rap/hip-hop, pop;humour;music video, mv style;MT;JW;
719;video;SurveyXact;https://www.youtube.com/watch?v=DO0kAtg9dRw;Couch Choir sings Heroes;09-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Australia, International;home;rock, oldies, pop;togetherness, being moved, hope;multi-track choir, splitscreen, virtual choir;MT;NCH;
721;video;SurveyXact;https://www.facebook.com/CoroLiricoCittadiBitonto/videos/266923620989568/UzpfSTE3Njg5MzA2MjE6MTAyMDcxOTg1NTQ2NDAwNTc/;Joint choir projects by Coro Lirico Città di Bitonto;10-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Italy;home;classical, opera;grief/sadness, togetherness, being moved;choir, splitscreen;MT;DS;
722;video;SurveyXact;https://www.youtube.com/watch?v=nZHOJHP33Ps;"StrongerTogether SocialSymphony - Bamberger Symfoniker plays Beethoven's 9th: ""Was bringt uns Menschen zusammen, überwindet Grenzen und verbindet uns - in guten, wie in schlechten Zeiten?""";22-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Germany;home;classical;happiness, togetherness;splitscreen, splitscreen orchestra;MT;JW;
723;video;SurveyXact;https://www.youtube.com/watch?v=Y5XbC1oEe2s;"Orchestre National de Lyon: ""#AONLyonAtHome <U+0E4F> L'ONLyon vous réveille en musique pendant le confinement #Grieg #CultureChezNous""";11-04-2020;YouTube;NA;NA;1;0;0;0;0;0;France;home;world, classical;humour, happiness, being moved;splitscreen;MT;JV;
724;video;SurveyXact;https://www.youtube.com/watch?v=nt8FhIVmR8M;Opera North - 2020: An Isolation Odyssey | 40 musicians play epic intro from Kubrick classic during UK lockdown;09-04-2020;YouTube;NA;NA;1;0;0;0;0;0;UK;home, church;classical, soundtrack/theme song;proudness, togetherness, being moved;splitscreen, orchestra;MT;JW;
725;video;SurveyXact;https://www.youtube.com/watch?v=-Q4k6PiXBNA;Buona Pasqua dalla Filarmonica della Scala - Pachelbel Canon;11-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Italy;home;world, classical;happiness, togetherness, hope, nostalgia;splitscreen;MT;JV;
727;video;SurveyXact;https://www.youtube.com/watch?v=D3UW218_zPo;A Boléro from New York: NY Philharmonic Musicians Send Musical Tribute to Healthcare Workers;03-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;world, classical;happiness, curious, gratitude;splitscreen, thanking healthcare workers;MT;JV;
728;video;SurveyXact;https://www.youtube.com/watch?v=E8T7Y-E6E_w;"From Our Homes to Yours: Milwaukee Symphony (Virtual) Orchestra performs Elgar's ""Nimrod""";06-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;world, classical;longing, being moved, tenderness, nostalgia;splitscreen;MT;JV;
729;video;SurveyXact;https://www.youtube.com/watch?v=ZXeA2--_4eE;"CPO & ESO Quarantine 2020 Project: Elgar - Nimrod: ""Elgar’s Nimrod Variation IX from the Enigma Variations - this is a joint effort between musicians of the Calgary Philharmonic Orchestra, and the Edmonton Symphony Orchestra, wishing health and care to the people of Alberta, and around the world.""";24-03-2020;YouTube;NA;NA;1;0;0;0;0;0;Canada;home;classical;longing, being moved;splitscreen, orchestra;MT;JW;
730;video;SurveyXact;https://www.youtube.com/watch?v=Sh1L-8T5hu0;The Lahti Symphony Orchestra: Sibelius: Finlandia op 26;03-04-2020;YouTube;NA;NA;1;0;0;0;0;0;Finland;home;classical;grief/sadness, anger, togetherness, hope, being moved;splitscreen, nationalism, virtual ensemble;MT;NCH;
731;video;SurveyXact;https://www.youtube.com/watch?v=YOy_JkmGX6s;BSO Virtually Performs Powerful Ending of Mahler's Third Symphony;30-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home;classical;grief/sadness, longing, being moved, togetherness;message about bringing people together through music, splitscreen, talking, virtual ensemble;MT;NCH;
732;video;SurveyXact;https://www.youtube.com/watch?v=-VX7L1WK3fg;#OurHouseToYourHouse Hallelujah Chorus from Handel's Messiah – Orchestra and Chorus of the Royal Opera House - Royal Opera House;09-04-2020;YouTube;NA;NA;1;0;0;0;0;0;UK;home, outdoors;classical;gratitude, happiness, religiosity;splitscreen, virtual choir, virtual ensemble;MT;NCH;
733;video;SurveyXact;https://www.youtube.com/watch?v=_PQYVbd1Gwg;ROYAL CHORAL SOCIETY: Hallelujah Chorus in Isolation #Messiah2020 #RoyalAlbertHome - Royal Choral Society;10-04-2020;YouTube;NA;NA;1;0;0;0;0;0;UK;home;classical, religious;gratitude, happiness, togetherness, being moved, joy;splitscreen;MT;DS;
734;video;SurveyXact;https://www.facebook.com/QueenMachine/videos/646650082569513/UzpfSTE0MzA3NDg1ODE6MTAyMjI2MDY0ODYwNTc0NDA/;Queen Machine - LIVING ON MY CO-OWN-A;12-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Denmark;home;rock, pop;happiness, loneliness;splitscreen;MT;JV, JB;
735;video;SurveyXact;https://www.facebook.com/clemensknejterne/videos/2583357725212545/UzpfSTEwNDk2MDkzMjkzNjY3MDoyNDYxNjk2OTU3MjYzMDQ0/;80th birthday song for Danish Queen Margrethe on 16th April 2020 - Clemens Knejterne;16-04-2020;Facebook;NA;NA;1;0;1;0;0;0;Denmark;home;classical;humour, togetherness, happiness;splitscreen;MT;JV, JB;
736;video;SurveyXact;https://www.youtube.com/watch?v=25lAhWXEPw0;Aussie paramedics perform hygiene dance;01-04-2020;YouTube;NA;NA;1;1;1;1;1;0;Australia, USA;parking lot, garage, ambulance, kitchen;dance/electronica;humour, togetherness, happiness;"dance, ""exercise video"" style";MT;JW;
737;video;SurveyXact;https://www.youtube.com/watch?v=NsnVwevfmGY;Dancers unite in coronavirus flashmob;05-04-2020;YouTube;NA;NA;1;0;0;1;0;0;UK, International;outdoors, home;dance/electronica, pop;tenderness, togetherness, happiness;dance, splitscreen, educational, choreographic instructions;MT;JV, JB;
738;video;SurveyXact;https://www.youtube.com/watch?v=jZlLiK5dEdw;Columbian police dance with residents amid lockdown;04-04-2020;YouTube;NA;NA;1;0;0;1;0;0;Colombia;outdoors, balcony;dance/electronica;togetherness, happiness;news report;MT;DS;
739;video;SurveyXact;https://www.youtube.com/watch?v=94WQPO_cZ2c;Det Kongelige Kapels Fanfare - The Fanfare of The Royal Danish Orchestra by Frederik Magle - composed for HM Queen Margrethe of Denmark's 80th birthday, but recorded like this because the festive concert was coronna-cancelled;17-04-2020;YouTube;NA;NA;1;1;0;0;0;0;Denmark;home;world, classical;happiness, hope, togetherness;splitscreen, multitracked;MT;JV, JB;
740;video;SurveyXact;https://www.facebook.com/TheLionKingUSA/videos/527104377998342/UzpfSTEzMjIzMTAxNDE6MTAyMTgxODM4NjI0OTEwMDE/;Disney Broadway performs emotional rendition of “Go the Distance.”;09-04-2020;Facebook;NA;NA;1;0;0;0;0;0;USA;home;soundtrack/theme song, pop, musical;togetherness, happiness, hope, being moved;splitscreen, news report;MT;NCH;
741;video;SurveyXact;https://www.youtube.com/watch?v=6JjQsP46-2I;Coronavirus song;21-03-2020;YouTube;NA;NA;0;1;1;0;1;0;USA;home;folk, rock, pop;humour, happiness;NA;MT;NCH;
742;video;SurveyXact;https://www.youtube.com/watch?v=s6MDce8Xlas;Song for students;28-03-2020;YouTube;NA;NA;0;1;1;0;0;0;USA;home;folk, pop;gratitude, humour, grief/sadness, togetherness;NA;MT;JW;
743;video;SurveyXact;https://www.youtube.com/watch?v=BzVo1ctS-Vo;Danny boy;03-04-2020;YouTube;NA;NA;0;0;0;0;0;0;USA;home;folk, oldies;happiness, peace, loneliness;splitscreen;MT;NCH;
744;video;SurveyXact;https://www.facebook.com/678262002/posts/10156698332017003/;"""ROBUKI WAVE in the time of Covid-19"" is still going strong with all these wonderful shakuhachi players around the world uniting! <U+2764><U+FE0F> Let's continue for a good while still! Here is a video of many of us who participated in the ROBUKI WAVE! It has been a very big job to put all these small videos of various quality together! Thank you to the WSF22 Team for offering to do this, and what a great job they did! ROBUKI WAVE is going on STRONG!";18-04-2020;Facebook;NA;NA;1;1;0;0;0;0;International, France, Denmark, UK;home;world, alternative, folk;togetherness, grief/sadness;splitscreen;MT;JB;
745;video;SurveyXact;https://www.facebook.com/ToutlemondeenparleRC/videos/550913822224706/;Weekly music performance at TV show '' Tout le monde en parle'', ICI RADIO-CANADA TÉLÉ,  Montreal, Canada;12-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Canada;venue;pop, folk;grief/sadness, hope, being moved, uplifting;live, live televised performance;MT;DS;
746;video;SurveyXact;https://www.facebook.com/MarimbaRemixes/videos/513787872649614/;Funny dancing video with some clever yet simple editing tricks;12-04-2020;Facebook;NA;NA;0;0;0;1;0;0;NA;home;rock, pop, dance/electronica;humour, happiness;dance;MT;JV, JB;
747;video;SurveyXact;https://www.facebook.com/bigbandet/videos/240481590478901/UzpfSTcxMTE3Mzk3NjoxMDE1NzE3MzAxNTU5Mzk3Nw/;Michael Bladt from Aarhus Jazz Orchestra playing Squib Cakes by Tower of Power;18-04-2020;Facebook;NA;NA;0;0;0;0;0;0;Denmark;home;funk, jazz;happiness;splitscreen;MT;JV;
748;video;SurveyXact;https://www.youtube.com/watch?v=ZaH4WZOYKFw;German corona song;13-04-2020;YouTube;NA;NA;0;0;1;0;1;1;Germany;home,  bathroom, bathtub;children's music, oldies, folk;humour, happiness, being moved;NA;MT;JV;
749;video;SurveyXact;https://www.facebook.com/andyvaic/videos/230390474979404/;Quarantine song by Andy Vaic;16-04-2020;Facebook;NA;NA;1;1;1;0;0;0;Lithuania;home;rock, pop;humour, happiness, togetherness;splitscreen;MT;JW;
750;video;SurveyXact;https://www.youtube.com/watch?v=0uyi-C_HhP0;Außerwelt - Lights (Transition I) Home Edition 2020;31-03-2020;YouTube;NA;NA;1;1;0;0;0;0;Germany;home;rock, heavy metal;grief/sadness, anger;splitscreen;MT;JB;
751;video;SurveyXact;https://www.youtube.com/watch?v=-otuNQ0EIvI;"""Virus Corona"" by Rhoma Irama, King of Indonesian Dangdut";03-04-2020;YouTube;NA;NA;0;1;1;0;0;0;Indonesia;outdoors;world, pop;grief/sadness;religious, music video, professional music video;MT;JB;
752;video;SurveyXact;https://www.facebook.com/takeawayopera/videos/254990872294691/UzpfSTY1NDYzNTQwMDoxMDE2MzIzODM3MTI0MDQwMQ/;"""Quando vidi la Rosina"" with Danish ensemble Serenadeservice";19-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Denmark;home;classical, opera;grief/sadness, longing;splitscreen;MT;DS;
753;video;SurveyXact;https://www.facebook.com/vocallinedk/videos/674868780009848/UzpfSTc3MzM2OTI3MzoxMDE1ODYzODAwNDE3NDI3NA/, https://www.youtube.com/watch?v=uP0WL1HlyY4;"Virtual World Choir singing ""Viva la Vida"", initiated by Vocal Line conducted by Jens Johansen";08-04-2020;Facebook, YouTube;NA;NA;1;0;0;0;0;0;Denmark, International;home, outdoors;pop, rock;togetherness, being moved;choir, split sceen, virtual choir, splitscreen;MT;NCH;
754;video;SurveyXact;https://www.facebook.com/YoYoMa/videos/526504471384240/UzpfSTEwMDAwMDc1MjkyMjIxNzozMDAxODM0MTg2NTE4MzE2/;Yo-Yo Ma: #SongsOfComfort - Bach: Sarabande from Cello Suite No. 2 in D Minor;10-04-2020;Facebook;NA;NA;0;0;0;0;0;0;USA;home;classical;grief/sadness, longing, tenderness, being moved bittersweet;soloist;MT;JW;
755;video;SurveyXact;https://www.facebook.com/chris.knight.961/posts/10216320542789537;(Virtual) Choir of Hild Bede College, Durham UK;20-04-2020;Facebook;NA;NA;1;0;0;0;0;0;UK;home;world, classical;happiness, being moved, hope, nostalgia;choir, split sceen, splitscreen;MT;JV;
756;video;SurveyXact;https://www.youtube.com/watch?v=8kNrgOIwSnw;Klezmer Concert on the Porch: Eléonore Weill, Jake Shulman-Ment, Yoshie Fruchter;16-04-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;balcony, porch;classical, folk;togetherness, happiness;NA;MT;JB;
757;video;SurveyXact;https://www.youtube.com/watch?v=qwmNtrsqpz8;"Sarah Hansen playing ""rützmacher Consecration Hymn"" together with herself";17-05-2020;YouTube;NA;NA;0;0;0;0;0;0;USA;home;classical;loneliness, longing, tenderness, grief/sadness;playing together with yourself, multitracked, solo performer;MT;JB;
759;video;SurveyXact;https://www.facebook.com/hetnoordnederlandsorkest/videos/927615017734084/;Muzikale Boodschap Noord Nederlands Orkest - Trombonist Quirijn & trompettist Manuel Davila;21-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Netherlands;outdoors;classical, jazz;togetherness, humour;NA;MT;JB;
760;video;SurveyXact;https://www.facebook.com/hetnoordnederlandsorkest/videos/235471187814151/;Spring Carol – Yu Li & Liesbeth Wildeveld (Noord Nederlands Orkest);19-04-2020;Facebook;NA;NA;1;0;0;0;0;0;Netherlands;home, living room;classical;happiness, chucklesome;NA;MT;JB;
761;video;SurveyXact;https://www.youtube.com/watch?v=Q4BXRAiNdmo;Quarantine - a song for covid19;13-03-2020;YouTube;NA;NA;0;1;1;0;0;0;USA;home;folk, country, pop, rock;loneliness, humour, nostalgia, grief/sadness;NA;MT;JV, JB;
762;video;SurveyXact;https://www.youtube.com/watch?v=EQStBTzsdLY;"Moon River In Honor of Tess (music for quarantined funeral service): ""in efforts to comfort my grandfather at a quarantined funeral service for my grandmother who passed away suddenly on April 11, I put together a video of all of my cousins singing my grandmother’s favorite song, ""Moon River."" It was in receiving the outpouring of responses to this video, from family, friends, and strangers alike that the line of inquiry of “can participatory music making from a distance be used as a remedy for spatial distancing?” sparked my interest."" (Katelyn Best)";18-03-2020;YouTube;NA;NA;1;0;0;0;0;0;USA;home, outdoors;soundtrack/theme song, oldies;loneliness, tenderness, longing, togetherness, grief/sadness;memorial song for funeral, splitscreen, virtual choir, virtual ensemble;MT;NCH;
763;video;SurveyXact;https://www.youtube.com/watch?v=lFd4NThBmfo;Ballet music during the Covid-19. Only 3 dancers at safe distance;26-02-2020;YouTube;NA;NA;1;1;0;1;0;0;Italy;venue, ballet stage;classical, ballet, dance/electronica;fear, loneliness, grief/sadness;classical contemporary dance;MT;DS;
