ID;Category;Source;URLs;Title;cleanedTitle;MediaPlatform;MediaFormat;EmbeddedExternalVideo;PublicationDate;Country;Language;Setting;MusicMakerProfessionalism;Movement;HealthInfo;Conflict;Emotions;Features;FirstCoder;SecondCoder
596;media;GoogleSheet;https://www.washingtonpost.com/technology/2020/04/07/parody-songs-coronavirus-handwashing-social-distancing/;Meet the ‘Weird Al’ Yankovics of our social distancing era;Meet the Weird Al Yankovics of our social distancing era;Washington Post;writtenDigital;1;07-04-2020;USA;English;home, online;amateur;0;0;0;humour, happiness;virtual performance;MT;JB
597;media;GoogleSheet;https://www.newyorker.com/culture/culture-desk/music-to-endure-the-coronavirus-quarantine;Music to Endure the Coronovirus Quarantine;Music to Endure the Coronovirus Quarantine;The New Yorker;writtenDigital;0;20-03-2020;USA;English;home;prof;0;0;0;loneliness, togetherness, grief/sadness;music compilation, interview;MT;JB
598;media;GoogleSheet;https://www.billboard.com/articles/columns/pop/9338298/artists-adding-coronavirus-lyrics-to-songs;These Artists Are Adding Coronavirus References to Their Hit Songs;These Artists Are Adding Coronavirus References to Their Hit Songs;Billboard;writtenDigital;1;19-03-2020;USA;English;online, home;prof;0;0;0;humour, togetherness, encouragement;cover, parody;MT;DS
599;media;GoogleSheet;https://localspins.com/covid-19-playlist-songs-for-the-apocalypse-local-spins/;The COVID-19 Playlist: Songs for the apocalypse;The COVID Playlist Songs for the apocalypse;Local Spins;writtenDigital;1;17-03-2020;USA;English;home, online;prof;0;0;0;humour;playlist;MT;JB
600;media;GoogleSheet;https://www.latimes.com/entertainment-arts/music/story/2020-04-23/coronavirus-era-fortnite-travis-scott-new-look-for-live-music;Travis Scott’s trippy ‘Fortnite’ invasion: Welcome to the coronavirus era of live music;Travis Scotts trippy Fortnite invasion Welcome to the coronavirus era of live music;Los Angeles Times;writtenDigital;0;23-04-2020;USA;English;online;prof;0;0;1;happiness, awe;gaming;MT;JB
601;media;GoogleSheet;https://www.hitc.com/en-gb/2020/03/17/hamster-becomes-tiktok-star-after-corona-virus-social-distancing/;"Hamster goes viral with hand-washing video; also featured on John Oliver ";Hamster goes viral with handwashing video also featured on John Oliver ;HITC;writtenDigital;1;17-03-2020;UK;English;home, online;amateur;0;1;1;humour, happiness, cuteness;music video, tiktok;MT;DS
602;media;GoogleSheet;https://www.msnbc.com/morning-joe/watch/doctor-musician-couple-on-how-they-are-raising-awareness-83201093607;Zeshan B (musician) and doctor wife speak to msnbc;Zeshan B musician and doctor wife speak to msnbc;MSNBC;video;0;08-05-2020;USA;English;home;prof;0;1;0;gratitude, grief/sadness, togetherness, happiness, being moved;interview;MT;NCH
603;media;GoogleSheet;https://www.youtube.com/watch?v=bqx19f0ceUo;Vietnamese dancers encourage hand washing;Vietnamese dancers encourage hand washing;Inside Edition;video;0;06-03-2020;USA;English;outside;prof;1;1;0;togetherness, happiness;tiktok;MT;NCH
604;media;GoogleSheet;https://www.youtube.com/watch?v=PXX2F6LxcBg;Cheerleaders become nurses;Cheerleaders become nurses;Inside Edition;video;0;12-05-2020;USA;English;hospital, helathcare;amateur;1;0;0;gratitude, happiness;cheer-leading;MT;NCH
605;media;GoogleSheet;https://www.wbur.org/artery/2020/04/29/street-sousaphone-watertown-mass-coronavirus;Street Sousaphonist Marches His Music Through Watertown Amid Pandemic;Street Sousaphonist Marches His Music Through Watertown Amid Pandemic;Wbur;writtenDigital, audio;1;29-04-2020;USA;English;outside;prof;0;0;0;humour, happiness;NA;MT;JB
606;media;GoogleSheet;https://www.kuow.org/stories/photos-a-very-seattle-quarantine-parade;Photos: A night with the Seattle Quarantine Parade;Photos A night with the Seattle Quarantine Parade;KUOW;writtenDigital;0;12-05-2020;USA;English;outside;amateur;1;0;0;humour, togetherness, happiness;dance, street parade;MT;NCH
607;media;GoogleSheet;https://genius.com/a/san-francisco-rapper-watsky-freestyled-for-over-33-hours-for-covid-relief;San Francisco Rapper Watsky Freestyled For Over 33 Hours For COVID Relief;San Francisco Rapper Watsky Freestyled For Over  Hours For COVID Relief;Genius;writtenDigital;1;13-05-2020;USA;English;online, home;prof;0;0;0;humour, togetherness, happiness;virtual performance, charity;MT;JV
608;media;GoogleSheet;https://www.nationalgeographic.com/travel/2020/05/how-creativity-fueled-seattle-resilience-during-coronavirus/;How creative thinking helped Seattle flatten the curve;How creative thinking helped Seattle flatten the curve;National Geographic;writtenDigital;0;13-05-2020;USA;English;outside;prof;0;0;0;togetherness;NA;MT;JV
609;media;GoogleSheet;https://www.theatlantic.com/culture/archive/2020/05/dave-grohl-irreplaceable-thrill-rock-show/611113/;The Day the Live Concert Returns (Dave Grohl Op-Ed);The Day the Live Concert Returns Dave Grohl OpEd;The Atlantic;writtenDigital;0;11-05-2020;USA;English;concert;prof;1;0;0;grief/sadness, togetherness, being moved, hope, longing;live concert;MT;DS
611;media;GoogleSheet;https://www.kexp.org/read/2020/5/11/playing-at-my-house-your-favorite-remixes/;#PlayingAtMyHouse: Your Favorite Remixes (KEXP's crowd-sourced, listener engagement series);PlayingAtMyHouse Your Favorite Remixes KEXPs crowdsourced listener engagement series;KEXP;writtenDigital;1;11-05-2020;USA;English;home, online;prof;0;0;0;togetherness, happiness;music compilation, remix;MT;JV
612;media;GoogleSheet;https://www.directrelief.org/2020/05/bon-iver-debuts-video-for-new-single-please-dont-live-in-fear/;Bon Iver Debuts Video for New Single “Please Don’t Live in Fear”;Bon Iver Debuts Video for New Single Please Dont Live in Fear;Direct Relief;writtenDigital;1;11-05-2020;USA;English;online;prof, amateur;0;0;0;gratitude, togetherness;charity;MT;NCH
613;media;GoogleSheet;https://www.theguardian.com/music/2020/may/11/musicians-music-industry-lockdown-streaming-spotify-coronavirus;Musicians call for industry shake-up to protect artists during lockdown;Musicians call for industry shakeup to protect artists during lockdown;The Guardian;writtenDigital;0;11-05-2020;UK;English;venue, home, online;prof;0;0;1;grief/sadness, worry;music platform, music industry;MT;NCH
614;media;GoogleSheet;https://www.thenation.com/article/society/coronavirus-artists-culture-impact/;The Coronavirus Means Curtains for Artists;The Coronavirus Means Curtains for Artists;The National;writtenDigital;0;07-05-2020;USA;English;concert, venue;prof;0;0;1;grief/sadness;music industry;MT;JV
620;media;SurveyXact;https://www.latimes.com/entertainment-arts/music/story/2020-03-20/cardi-b-coronavirus-dj-imarkkeyz-pandemic-pop;Pandemic pop: At home and around the world, dark-humored new songs about coronavirus go viral - Los Angeles Times;Pandemic pop At home and around the world darkhumored new songs about coronavirus go viral  Los Angeles Times;Los Angeles Times;writtenDigital;1;20-03-2020;USA;English;home;prof;0;0;0;humour, fear;music compilation;MT;NCH
621;media;SurveyXact;https://www.theguardian.com/lifeandstyle/2020/apr/01/virtual-choir-practice-singing-in-dark-times-we-can-turn-our-voices-to-the-light;Virtual Choir Practice: 'Singing in dark times we can turn our voices to the light' (see also: comments section for people posting their own virtual choirs);Virtual Choir Practice Singing in dark times we can turn our voices to the light see also comments section for people posting their own virtual choirs;The Guardian;writtenDigital;0;31-03-2020;UK;English;home, rehearsal;prof, amateur;0;0;0;togetherness;choir, participatory music making;MT;JB
623;media;SurveyXact;https://www.abc.net.au/news/health/2020-04-06/coronavirus-music-scientists-translate-spike-proteins-melody/12124424;Scientists translate coronavirus spike protein into music, revealing more about its structure;Scientists translate coronavirus spike protein into music revealing more about its structure;ABC Australia;writtenDigital, audio;1;06-04-2020;Australia;English;lab;prof;0;0;0;happiness;science, sonification;MT;JV
625;media;SurveyXact;https://apnews.com/b8eb2f62efbf9a32abf32d7d51f1b113;AP story about the U.S. Army Field Band's virtual concert series;AP story about the US Army Field Bands virtual concert series;Associated Press;writtenDigital;0;31-03-2020;USA;English;home, online;prof;0;0;0;togetherness;virtual performance;MT;JV
626;media;SurveyXact;https://www.vox.com/culture/2020/4/8/21188670/coronavirus-quarantine-virtual-concerts-livestream-instagram;How “quarantine concerts” are keeping live music alive as venues remain closed;How quarantine concerts are keeping live music alive as venues remain closed;Vox;writtenDigital;0;08-04-2020;USA;English;home, online;prof;0;0;0;togetherness;virtual performance;MT;JB
628;media;SurveyXact;https://www.youtube.com/watch?v=Q_19K9zaSS4;Combating coronavirus with song and dance;Combating coronavirus with song and dance;ABC Australia;video;0;09-03-2020;Australia;English;online, outside, hospital, healthcare;prof, amateur;1;1;0;togetherness, happiness, hope;dance, animation, compilation;MT;DS
629;media;SurveyXact;https://www.youtube.com/watch?v=GaN3aGk8yRM;Chinese woman starts dance battle from her balcony;Chinese woman starts dance battle from her balcony;South China Morning Post;video;0;20-02-2020;China;English;home, balcony;amateur;1;0;0;togetherness, happiness, being moved;dance;MT;JV
630;media;SurveyXact;https://www.buzzfeed.com/ajanibazile/tiktok-dances-to-learn;15 TikTok Dances You Might As Well Learn If You Can't Really Leave Your Home Right Now; TikTok Dances You Might As Well Learn If You Cant Really Leave Your Home Right Now;Buzzfeed;writtenDigital;1;12-03-2020;USA;English;home;amateur;1;0;0;humour, happiness;virtual performance, dance;MT;NCH
631;media;SurveyXact;https://www.vox.com/the-goods/2020/3/17/21182447/this-week-in-tiktok-bored-teens-self-isolation-content;This week in TikTok: Bored teens are making self-isolation content;This week in TikTok Bored teens are making selfisolation content;Vox;writtenDigital;1;17-03-2020;USA;English;home, online;amateur;1;1;0;humour, happiness, boredom;virtual performance, tiktok;MT;JB
633;media;SurveyXact;https://www.abouther.com/node/28161/lifestyle/health-nutrition/9-reasons-sing-during-lockdown;9 Reasons To Sing During Lockdown; Reasons To Sing During Lockdown;About Her;writtenDigital;0;09-04-2020;Saudi Arabia;English;home, online;prof;0;1;0;togetherness, happiness;self-help, singing, science;MT;DS
635;media;SurveyXact;https://www.theguardian.com/music/2020/apr/17/everyones-stuck-at-home-so-why-are-people-streaming-less-music-lady-gaga-dua-lipa;Everyone’s stuck at home – so why are people streaming less music?;Everyones stuck at home  so why are people streaming less music;The Guardian;writtenDigital;0;17-04-2020;UK;English;home, online;prof;0;0;0;grief/sadness, loss;music platform, music industry;MT;DS
636;media;SurveyXact;https://jyllands-posten.dk/premium/indland/ECE12065585/livestream-har-faaet-sit-folkelige-gennembrud-under-coronakrisen/;Livestream har fået sit folkelige gennembrud under coronakrisen;Livestream har fet sit folkelige gennembrud under coronakrisen;Jyllands Posten;writtenDigital;0;19-04-2020;Denmark;Danish;home, online;prof;1;0;0;loneliness, happiness;virtual performance, livestream;MT, NCH;DS
637;media;SurveyXact;https://blogs.timesofisrael.com/hasidic-female-artists-respond-to-the-pandemic-crisis/;Hasidic Female Artists Respond to the Pandemic Crisis;Hasidic Female Artists Respond to the Pandemic Crisis;The Times of Israel;writtenDigital;0;08-04-2020;Israel;English;home, online;prof;0;0;0;togetherness;virtual performance, religion, gender;MT;NCH
638;media;SurveyXact;https://www.theguardian.com/music/2020/apr/06/stayin-alive-how-music-fought-pandemics-2700-years-coronavirus;Staying alive: music during pandemics;Staying alive music during pandemics;The Guardian;writtenDigital;1;06-04-2020;UK;English;balcony;prof, amateur;0;0;0;togetherness;history;MT;JB
640;media;SurveyXact;https://musicaffectpolitics.zrc-sazu.si/evrim-hikmet-ogut-music-and-musicians-in-the-days-of-corona-creating-a-new-hope-or-deepening-inequalities/;Evrim Hikmet Ö?üt: Music and Musicians “in the Days of Corona” – creating a new hope or deepening inequalities?;Evrim Hikmet t Music and Musicians in the Days of Corona  creating a new hope or deepening inequalities;Music, Affect, Politics / Glasba, afekt, politika;writtenDigital;0;10-04-2020;Slovenia;English;venue;prof;0;0;1;grief/sadness, frustration, hope;cancellation, inequality;MT;NCH
641;media;SurveyXact;https://www.forbes.com/sites/markbeech/2020/04/21/happy-music-for-covid-19-times-bts-beatles-madonna-taylor-swift-more/#4207d4846c75;Happy Music For COVID-19 Times: BTS, Beatles, Madonna, Taylor Swift, More;Happy Music For COVID Times BTS Beatles Madonna Taylor Swift More;Forbes;writtenDigital;1;21-04-2020;USA;English;home;prof;0;0;0;happiness;music compilation;MT;NCH
642;media;SurveyXact;https://news.northeastern.edu/2020/04/22/the-songs-we-share-to-keep-in-touch-during-the-covid-19-pandemic/;The songs we share (during the coronavirus crisis);The songs we share during the coronavirus crisis;News @Northeastern;video;0;22-04-2020;USA;English;online, home;amateur;0;0;0;togetherness, being moved;science, songwriting;MT;DS
643;media;SurveyXact;https://themusicnetwork.com/covid-19-music-consumption-trends/;Has COVID-19 changed music consumption behaviours forever?;Has COVID changed music consumption behaviours forever;The Music Network;writtenDigital;0;23-04-2020;Australia;English;online, venue;prof;0;0;0;fear;music platform, music industry;MT;JB
645;media;SurveyXact;https://www.thejakartapost.com/life/2020/03/26/no-quarantine-blues-making-music-in-the-time-of-covid-19.html;No quarantine blues: Making music in the time of COVID-19;No quarantine blues Making music in the time of COVID;The Jakarta Post;writtenDigital;0;23-03-2020;Indonesia;English;online, home, balcony;prof;0;0;0;togetherness;music platform, playlist;MT;JV
646;media;SurveyXact;https://www.swoknews.com/styles/chaava-finds-sanity-in-music-during-time-of-covid-19/article_54a20863-b215-55c1-9a8b-de2aea69bba2.html;Chaava finds sanity in music during time of COVID-19;Chaava finds sanity in music during time of COVID;The Lawton Constitution;writtenDigital;0;10-04-2020;USA;English;home;prof;1;0;0;gratitude, happiness;interview;MT;JB
647;media;SurveyXact;https://www.weforum.org/agenda/2020/03/coronavirus-music-covid-19-community/, https://theconversation.com/singing-away-the-coronavirus-blues-making-music-in-a-time-of-crisis-reminds-us-we-belong-133790;Why do we turn to music in times of crisis?;Why do we turn to music in times of crisis;World Economic Forum, The Conversation;writtenDigital, video;1;30-03-2020;Australia;English;balcony, home;prof, amateur;0;0;0;togetherness, happiness;video compilation;MT;NCH
648;media;SurveyXact;https://edition.cnn.com/2020/03/17/africa/coronavirus-music-africa-intl/index.html;African artists are creating catchy songs to promote awareness about coronavirus;African artists are creating catchy songs to promote awareness about coronavirus;CNN;writtenDigital, video;1;17-03-2020;USA;English;home, online, outside;prof, amateur;1;1;0;togetherness, happiness, hope, fear;video compilation;MT;DS
649;media;SurveyXact;https://www.flowjournal.org/2020/04/covid19-musicvideo/;TEACHING MUSIC VIDEO IN THE PANDEMIC CAROL VERNALLIS / STANFORD UNIVERSITY;TEACHING MUSIC VIDEO IN THE PANDEMIC CAROL VERNALLIS  STANFORD UNIVERSITY;Flow Journal;writtenDigital;0;12-04-2020;USA;English;home, online;prof;1;0;0;grief/sadness, togetherness, fear;music video, music industry;MT;DS
652;media;SurveyXact;https://www.folio.ca/how-music-comforts-us-in-troubling-times/;How music comforts us in troubling times;How music comforts us in troubling times;Folio;writtenDigital;0;03-04-2020;Canada;English;home, online;prof;0;0;0;grief/sadness, togetherness, anxiety, hope;science;MT;DS
654;media;SurveyXact;https://www.npr.org/sections/deceptivecadence/2020/04/13/827990753/when-pandemics-arise-composers-carry-on;When Pandemics Arise, Composers Carry On;When Pandemics Arise Composers Carry On;NPR;writtenDigital;1;13-04-2020;USA;English;online, home;prof;0;0;0;loneliness, grief/sadness, togetherness;history;MT;JV
655;media;SurveyXact;https://soundcloud.com/wvia-public-media/dr-remi-chiu-april-24-2020;NPR Artscene - 24 April 2020, plague and music;NPR Artscene   April  plague and music;NPR, WVIA Public Media;audio;0;24-04-2020;USA;English;home;prof;0;0;0;togetherness, happiness, hope, longing;radio;MT;NCH
656;media;SurveyXact;https://www.livemusicnow.org.uk/case_studies/title/Live-Streamed-Sessions-with-Ensemble-Hesperi-at-Park-Avenue-Care-Home/item/69800;Account of Live Music Now's Zoom-based therapy activities;Account of Live Music Nows Zoombased therapy activities;Live Music Now;writtenDigital, video;0;09-04-2020;UK;English;retirement home, healthcare, home, online, outside;prof;0;0;0;togetherness, happiness, being moved;virtual performance, retirement home;MT;DS
658;media;SurveyXact;https://soundvenue.com/musik/2020/04/jada-tessa-lukas-graham-og-mange-flere-har-lavet-en-faellesskabssang-hoer-taettere-end-vi-tror-405275;On the corona-related charity song ’Tættere end vi tror’ released by Danish musicians.;On the coronarelated charity song Tttere end vi tror released by Danish musicians;Soundvenue;writtenDigital;0;27-04-2020;Denmark;Danish;home, online;prof;0;0;0;togetherness, hope, longing, frustration;radio;MT;NCH
659;media;SurveyXact;http://musicacrossthebalconies.com/guest-author/how-music-live-streams-are-quenching-our-thirst-for-connection/;How music live streams are quenching our thirst for connection;How music live streams are quenching our thirst for connection;Music Across the Balconies;writtenDigital;0;28-04-2020;Australia;English;home, online;prof, amateur;0;0;0;togetherness;virtual concert, science, virtual performance;MT;DS
660;media;SurveyXact;https://qz.com/1833074/coronavirus-lockdown-brings-back-the-live-dj-battle/;Coronavirus lockdown is bringing back the live DJ battle;Coronavirus lockdown is bringing back the live DJ battle;Quartz;writtenDigital;1;05-04-2020;USA;English;home, online;prof;0;0;0;togetherness, happiness ;virtual performance, livestream, DJ battle;MT;JV
663;media;SurveyXact;https://voxeurop.eu/en/2020/covid-19-5124611;MUSIC AT THE TIME OF COVID-19: How the pandemic is affecting Spotify use;MUSIC AT THE TIME OF COVID How the pandemic is affecting Spotify use;Voxeurop;writtenDigital;0;28-04-2020;France;English;home;prof;0;0;0;loneliness, fear;music platform, Spotify;MT;JV
664;media;SurveyXact;https://news.osu.edu/stressed-about-covid-19-try-tapping-into-the-power-of-music/;Stressed about COVID-19? Try tapping into the power of music;Stressed about COVID Try tapping into the power of music;Ohio State News;writtenDigital, video;0;02-04-2020;USA;English;home, online;prof, amateur;0;1;0;togetherness, concern, anxiety, relaxation, care;science;MT;DS
665;media;SurveyXact;https://www.thedailybeast.com/bolero-juilliard-is-a-lockdown-musical-miracle-this-is-how-it-got-made;‘Bolero Juilliard’: Inside the Making of a Lockdown Musical Miracle;Bolero Juilliard Inside the Making of a Lockdown Musical Miracle;Daily Beast;writtenDigital;1;02-05-2020;USA;English;home, online;prof;0;0;0;togetherness, nostalgia;virtual performance, splitscreen;MT;JV
666;media;SurveyXact;https://sverigesradio.se/avsnitt/1488489;"Hjärnforskare : ""Musik kan hjälpa oss genom krisen"" (Swedish radio)";Hjrnforskare  Musik kan hjlpa oss genom krisen Swedish radio;Sveriges Radio;writtenDigital, audio;0;01-05-2020;Sweden;Swedish;home;prof, amateur;0;1;0;happiness;podcast;MT;JB
667;media;SurveyXact;https://theconversation.com/music-helps-us-remember-who-we-are-and-how-we-belong-during-difficult-and-traumatic-times-136324;Music helps us remember who we are and how we belong during difficult and traumatic times;Music helps us remember who we are and how we belong during difficult and traumatic times;The Conversation;writtenDigital;0;07-05-2020;UK;English;home, outside;prof;0;0;0;loneliness, togetherness, happiness;music platform;MT;JV
668;media;SurveyXact;https://theconversation.com/steve-martins-banjo-and-other-music-played-from-coronavirus-isolation-show-how-the-arts-connect-us-134519;Steve Martin’s banjo and other music played from coronavirus isolation show how the arts connect us;Steve Martins banjo and other music played from coronavirus isolation show how the arts connect us;The Conversation;writtenDigital;1;31-03-2020;UK;English;home, outside;prof;0;0;0;togetherness, happiness;virtual performance;MT;JV
670;media;SurveyXact;https://www.trouw.nl/verdieping/die-ene-passion-die-wel-doorging-met-rampzalige-gevolgen~b4ced33e/;Die ene Passion die wel doorging, met rampzalige gevolgen;Die ene Passion die wel doorging met rampzalige gevolgen;Trouw;writtenDigital;0;09-05-2020;The Netherlands;Dutch;venue, rehearsal, concert;amateur;0;0;1;grief/sadness, anger, fear;NA;MT;NCH
673;media;SurveyXact;https://niuarts.com/2020/04/niu-artists-never-quit-thai-music-ensemble/;Thai Music Ensemble of the Northern Illinois University School of Music play together virtually.;Thai Music Ensemble of the Northern Illinois University School of Music play together virtually;Northern Illinois University Arts Blog;writtenDigital, video;0;14-04-2020;USA;English;home, online;prof;0;0;0;togetherness;splitscreen;MT;JW
831;media;SurveyXact;https://www.npr.org/sections/goatsandsoda/2020/04/19/831759209/bad-bunny-and-bobi-wine-are-among-the-global-artists-singing-about-coronavirus;Bad Bunny And Bobi Wine Are Among The Global Artists Singing About Coronavirus;Bad Bunny And Bobi Wine Are Among The Global Artists Singing About Coronavirus;NPR;writtenDigital;1;19-04-2020;USA;English;home, online, outside;prof;1;1;0;humour, happiness;video compilation;MT;NCH
832;media;SurveyXact;https://www.ctvnews.ca/health/coronavirus/putting-health-advice-to-a-beat-listen-to-these-covid-19-psa-songs-1.4868755;Putting health advice to a beat: Listen to these COVID-19 PSA songs;Putting health advice to a beat Listen to these COVID PSA songs;CTV News;writtenDigital;1;25-03-2020;Canada;English;home, outside, online;prof;1;1;0;humour, togetherness, happiness;music video, dance, original song;MT;DS
834;media;SurveyXact;https://www.rhinegold.co.uk/choir_organ/a-fifth-of-denmarks-population-tunes-in-for-live-sing-alongs/;A fifth of Denmark’s population tunes in for live sing-alongs;A fifth of Denmarks population tunes in for live singalongs;Rhinegold;writtenDigital;0;26-05-2020;UK;English;home;prof, amateur;0;0;0;togetherness, happiness;participatory music making;MT;JB
837;media;SurveyXact;https://www.rblandmark.com/News/Articles/5-12-2020/Riverside-musician-takes-his-show-on-the-road%2C-locally/;James Vonesh, Sax player for Environmental Encroachment, musically parades with family in Riverside, IL, Spring 2020;James Vonesh Sax player for Environmental Encroachment musically parades with family in Riverside IL Spring ;Riverside-Brookfield Landmark;writtenDigital;1;12-05-2020;USA;English;outside;prof;1;0;0;togetherness, happiness, fun;neighbourhood performance walks;MT;DS
838;media;SurveyXact;https://www.evangelisch-wuppertal.de/aktuelle-meldungen-leser-1365/99306.html;"""Singen macht uns glücklich""";Singen macht uns glcklich;Evangelisch in Wuppertal;writtenDigital, video;0;05-05-2020;Germany;German;outside;amateur;0;0;0;loneliness, togetherness, being moved;NA;MT;JB
839;media;SurveyXact;https://www.theguardian.com/music/2020/jul/22/sing-funnel-covid-19-lab-hoping-declare-singing-safe;Sing into the funnel please: inside the Covid-19 lab hoping to declare singing safe;Sing into the funnel please inside the Covid lab hoping to declare singing safe;The Guardian;writtenDigital;0;22-07-2020;UK;Englsih;lab;prof;0;1;0;togetherness;science;MT;JV
840;media;SurveyXact;https://bachtrack.com/interview-the-science-of-restarting-live-performance-declan-costello-july-2020;The science for restarting live performance: Declan Costello;The science for restarting live performance Declan Costello;Bach Track;writtenDigital;0;16-07-2020;UK;English;lab;prof;0;1;1;gratitude, anger, frustration;science;MT;DS
841;media;SurveyXact;https://www.jackiecassell.com/choirs-coronavirus-sexuallytransmitted/;Getting choirs back together in coronavirus times – how can the science of sexually transmitted infections help?;Getting choirs back together in coronavirus times  how can the science of sexually transmitted infections help;Jackie Cassell Blog;writtenDigital;0;11-07-2020;UK;English;venue, rehearsal;amateur;0;1;0;humour, togetherness;choir, transmission;MT;NCH
842;media;SurveyXact;https://www.reuters.com/article/uk-factcheck-quarantined-brooklyn-singin/false-claim-video-shows-brooklyn-residents-singing-juicy-by-the-notorious-b-i-g-during-coronavirus-lockdown-idUSKBN21H3E3;False claim: Video shows Brooklyn residents singing “Juicy” by The Notorious B.I.G.?during coronavirus lockdown?;False claim Video shows Brooklyn residents singing Juicy by The Notorious BIGduring coronavirus lockdown;Reuters;writtenDigital;1;30-03-2020;USA;English;outside, online, home;amateur;0;0;1;humour, being moved;fake news;MT;DS
859;media;SurveyXact;https://www.huffpost.com/entry/lin-manuel-miranda-conan-obrien-ok-boomer-quarantine-song_n_5ea04fbdc5b6b2e5b83b2d42;Lin-Manuel Miranda Instantly Composes Coronavirus Quarantine Song For Conan O’Brien And Son;LinManuel Miranda Instantly Composes Coronavirus Quarantine Song For Conan OBrien And Son;HuffPost;writtenDigital;1;22-04-2020;USA;English;home;prof;0;0;0;humour, happiness;virtual performance;MT;JB
860;media;SurveyXact;https://www.facebook.com/watch/?v=599193177337236;Cellist cheers up Dubai - Meet the Danish cellist cheering up Dubai residents.;Cellist cheers up Dubai  Meet the Danish cellist cheering up Dubai residents;The National;video;0;31-03-2020;UAE;English;balcony;prof;0;0;0;gratitude, grief/sadness, togetherness, being moved, longing;balcony performance;MT;DS
861;media;SurveyXact;https://www.youtube.com/watch?v=Q734VN0N7hw;Coronavirus: quarantined Italians sing from balconies to lift spirits;Coronavirus quarantined Italians sing from balconies to lift spirits;The Guardian;video;0;13-03-2020;UK;English;balcony;amateur;0;0;0;togetherness, being moved;patriotism, balcony singing, compilation;MT;JV
862;media;SurveyXact;https://www.youtube.com/watch?v=DDRiINXik00;Heartwarming Moments Quarantined Italians Sing Together from Balconies;Heartwarming Moments Quarantined Italians Sing Together from Balconies;On Demand News;video;0;14-03-2020;UK;English;home, balcony;amateur;1;0;0;humour, togetherness, happiness, being moved;patriotism, video compilation;MT;NCH
863;media;SurveyXact;https://www.stereogum.com/2083194/645ar-yoga-video/video/;645AR’s “Yoga” Video Is A Surreal Coronavirus-Themed NYC Alien Invasion Hallucination With Insane Music To Match;ARs Yoga Video Is A Surreal CoronavirusThemed NYC Alien Invasion Hallucination With Insane Music To Match;Stereogum;writtenDigital;1;04-05-2020;USA;English;online;prof;0;0;0;anger;music video;MT;NCH
864;media;SurveyXact;https://www.standard.co.uk/news/world/maasstad-hospital-rotterdam-singing-coronavirus-a4399271.html;Heartwarming moment hospital staff sing to intensive care staff to lift spirits;Heartwarming moment hospital staff sing to intensive care staff to lift spirits;Evening Standard;writtenDigital, video;1;27-03-2020;UK;English;healthcare;amateur;1;0;0;gratitude, togetherness, being moved;hospital;MT;JV
865;media;SurveyXact;https://lfpress.com/news/local-news/sims-one-week-into-coronavirus-shutdown-london-neighbourhoods-bond-in-new-ways;SIMS: One week into Coronavirus shutdown, London neighbourhoods bond in new ways;SIMS One week into Coronavirus shutdown London neighbourhoods bond in new ways;The London Free Press;writtenDigital, video;0;24-03-2020;UK;English;outside, home;amateur;1;0;0;togetherness, happiness, worry;NA;MT;NCH
867;media;SurveyXact;https://www.abc.net.au/classic/read-and-watch/news/the-west-australian-social-distancing-orchestra/12094050;The West Australian Social Distancing Orchestra play Boléro;The West Australian Social Distancing Orchestra play Bolro;ABC Australia;writtenDigital, video;0;26-03-2020;Australia;English;home;prof;0;0;0;togetherness, happiness;virtual performance, splitscreen;MT;DS
868;media;SurveyXact;https://www.thenational.ae/arts-culture/music/i-just-wanted-to-spread-some-positive-vibes-meet-the-lebanese-afrobeats-instructor-behind-the-latest-viral-video-1.996354;'I just wanted to spread some positive vibes': meet the Lebanese Afrobeats instructor behind the latest viral video;I just wanted to spread some positive vibes meet the Lebanese Afrobeats instructor behind the latest viral video;The National;writtenDigital;1;23-03-2020;UAE;English;home;prof;1;0;0;happiness;virtual dance, virtual performance;MT;NCH
941;media;SurveyXact;https://www.mdr.de/thueringen/video-413824_zc-1201c59b_zs-4e0ede05.html;Bauhaus-Universität investigates risk of Musicians (German);BauhausUniversitt investigates risk of Musicians German;Mitteldeutscher Rundfunk;video;0;28-05-2020;Germany;German;lab;prof;0;1;1;frustration;science;NCH;JB
942;media;GoogleSheet;https://www.metopera.org/about/press-releases/met-launches-nightly-met-opera-streams-a-free-series-of-encore-live-in-hd-presentations-streamed-on-the-company-website-during-the-coronavirus-closure/;Met launches “Nightly Met Opera Streams,” a free series of encore Live in HD presentations streamed on the company website during the coronavirus closure;Met launches Nightly Met Opera Streams a free series of encore Live in HD presentations streamed on the company website during the coronavirus closure;Metropolitan Opera;writtenDigital;0;13-03-2020;USA;English;online, music venue;prof;0;0;0;togetherness, happiness;livestream, virtual performance;DS;MT
943;media;GoogleSheet;https://www.thefader.com/2020/03/17/coronavirus-livestream-concerts-miley-coldplay-death-cab;A running list of your favorite artists’ lockdown livestreams;A running list of your favorite artists lockdown livestreams;The Fader;writtenDigital;1;17-03-2020;USA;English;online;prof;0;0;0;togetherness;livestream, virtual performance;DS;MT
