ID;Category;Source;URLs;Title;cleanedTitle;MediaPlatform;MediaFormat;EmbeddedExternalVideo;PublicationDate;Country;Language;Setting;MusicMakerProfessionalism;Movement;HealthInfo;Conflict;Emotions;Features;FirstCoder;SecondCoder
194;media;GoogleSheet;https://www.repubblica.it/londra/2020/04/02/news/_volare_da_un_capo_all_altro_del_mondo_un_canzone_dai_balconi_italiani_virtuali-252795099/;Italians in the world singing from virtual balconies to express solidarity towards family and friends in Italy;Italians in the world singing from virtual balconies to express solidarity towards family and friends in Italy;La Repubblica;writtenDigital;0;02-04-2020;Italy;Italian;home, online;amateur;0;0;0;loneliness, togetherness, happiness, being moved, togetherness;virtual performance, joint singing, participatory music making;NCH;MT
291;media;GoogleSheet;https://www.roh.org.uk/news/the-royal-opera-house-launches-a-programme-of-free-online-content-for-the-culturally-curious-at-home;The Royal Opera House launches a programme of free online content for the culturally curious at home;The Royal Opera House launches a programme of free online content for the culturally curious at home;Royal Opera House London;writtenDigital;0;20-03-2020;UK;English;online, home;prof;1;0;0;togetherness;livestream, virtual performance;DS;MT
299;media;GoogleSheet;https://www.theguardian.com/culture/2020/mar/23/isolaid-livestreamed-music-festival-brings-community-and-joy-to-a-frightening-weekend;Isolaid: livestreamed music festival brings community and joy to a frightening weekend;Isolaid livestreamed music festival brings community and joy to a frightening weekend;The Guardian;writtenDigital;0;23-03-2020;UK;English;online, home;prof;0;0;0;togetherness, happiness, joy;virtual concert, festival, virtual performance;MT;JW
318;media;GoogleSheet;https://www.billboard.com/articles/columns/pop/9335531/coronavirus-quarantine-music-events-online-streams;Here are all the livestreams & virtual concerts to watch during coronavirus crisis (Updating) ;Here are all the livestreams  virtual concerts to watch during coronavirus crisis Updating ;Billboard;writtenDigital;0;13-03-2020;USA;English;online, venue;prof;0;0;0;togetherness, joy, safety;festival, livestream, virtual performance, virtual concert;DS;JW
325;media;GoogleSheet;https://www.icelandreview.com/news/icelandic-museum-of-rock-n-roll-to-live-stream-concerts;Icelandic Museum of Rock ‘n’ Roll to Live Stream Concerts;Icelandic Museum of Rock n Roll to Live Stream Concerts;Iceland Review;writtenDigital;0;27-03-2020;Iceland;English;online, venue;prof;0;0;0;NA;livestream, virtual concert, virtual performance;NCH;JW
326;media;GoogleSheet;https://www.stereogum.com/2080029/american-football-minecraft-festival/news/;American Football Headline A Festival In Minecraft;American Football Headline A Festival In Minecraft;Stereogum;writtenDigital, video;1;11-04-2020;USA;English;online, minecraft;prof;0;0;0;NA;virtual concert, gaming, minecraft, virtual performance;JB;JW
327;media;GoogleSheet;https://www.stereogum.com/2081301/100-gecs-minecraft-festival-square-garden-charli-xcx-kero-kero-bonito-a-g-cook/news/;100 gecs Announce Minecraft Festival With Charli XCX, Kero Kero Bonito, A.G. Cook, & More; gecs Announce Minecraft Festival With Charli XCX Kero Kero Bonito AG Cook  More;Stereogum;writtenDigital;0;16-04-2020;USA;English;studio, online;prof;0;0;0;togetherness, happiness;virtual concert, gaming, minecraft, virtual performance;JV;JW
328;media;GoogleSheet;https://www.rollingstone.com/music/music-news/twitter-listening-parties-quarantine-983508/;Direct Message: How Oasis, Blur, and More Are Bringing ‘Twitter Listening Parties’ to Fans;Direct Message How Oasis Blur and More Are Bringing Twitter Listening Parties to Fans;Rolling Stone;writtenDigital;0;15-04-2020;USA;English;online;prof;0;0;0;togetherness, happiness, nostalgia;listening party, twitter;MT;JW
329;media;GoogleSheet;https://consequenceofsound.net/2020/04/david-guetta-dj-set-miami/;David Guetta Performs DJ Set From Miami Rooftop, Raises $700,000;David Guetta Performs DJ Set From Miami Rooftop Raises ;Consequence of Sound;writtenDigital;1;20-04-2020;USA;English;online, outside, home;prof;1;0;0;happiness, togetherness;livestream, virtual concert, virtual performance;JV;JW
345;media;GoogleSheet;https://www.complex.com/music/2020/04/travis-scott-fortnite-concert-review;"Travis Scott ""Fortnite"" concert";Travis Scott Fortnite concert;Complex;writtenDigital;1;24-04-2020;USA;English;online, home;prof;1;0;0;happiness, togetherness, humour, fun;virtual concert, gaming, fortnight, virtual performance;MT;JW
347;media;GoogleSheet;https://www.spin.com/2020/04/metallica-to-stream-classic-1991-black-album-era-show/;"""Metallica Mondays"" series of archival concert streams";Metallica Mondays series of archival concert streams;Spin;writtenDigital;1;27-04-2020;USA;English;online, venue;prof;0;0;0;togetherness, nostalgia, excitement;streaming, old concert, metallica;JV;JW
352;media;GoogleSheet;https://www.spin.com/2020/04/radiohead-shares-stream-of-coachella-2012-set/;Radiohead's weekly streaming concert series;Radioheads weekly streaming concert series;Spin;writtenDigital;1;30-04-2020;USA;English;online;prof;0;0;0;excitement, togetherness;festival, online;DS;JW
357;media;GoogleSheet;https://music.avclub.com/singer-songwriter-frances-quinlan-wows-with-an-intimate-1843187389;Frances Quinlan's performance on the ongiong AVClub's AVC Sessions: House Shows Series;Frances Quinlans performance on the ongiong AVClubs AVC Sessions House Shows Series;AV Club;writtenDigital, video;0;30-04-2020;USA;English;home;prof;0;0;0;togetherness;virtual concert, virtual performance;MT;JW
367;media;GoogleSheet;https://consequenceofsound.net/2020/05/prince-and-the-revolution-film-streaming;Prince and the Revolution Concert Film to Stream on YouTube This Weekend;Prince and the Revolution Concert Film to Stream on YouTube This Weekend;Consequence of Sound;writtenDigital;1;13-05-2020;USA;English;online;prof;0;0;0;NA;streaming, old concert;JB;JW
368;media;GoogleSheet;https://www.stereogum.com/2084085/she-him-zooey-deschanel-m-ward-beach-boys-cover/video/;Watch She & Him’s Socially Distant Cover Of The Beach Boys’ “Darlin'”;Watch She  Hims Socially Distant Cover Of The Beach Boys Darlin;Stereogum;writtenDigital;1;11-05-2020;USA;English;online, home;prof;0;0;0;happiness;splitscreen;JV;JW
369;media;GoogleSheet;https://www.stereogum.com/2084113/weezer-rivers-cuomo-nirvana-cover/video/;Watch Weezer’s Rivers Cuomo Cover Nirvana’s “Heart-Shaped Box” On Zoom;Watch Weezers Rivers Cuomo Cover Nirvanas HeartShaped Box On Zoom;Stereogum;writtenDigital;1;11-05-2020;USA;English;online, home;prof;0;0;0;grief/sadness, being moved;cover album;JV;JW
370;media;GoogleSheet;https://www.rollingstone.com/music/music-news/pink-floyd-david-gilmour-syd-barrett-solo-songs-997543/;Watch Pink Floyd’s David Gilmour Sing Two Syd Barrett Solo Songs;Watch Pink Floyds David Gilmour Sing Two Syd Barrett Solo Songs;Rolling Stone;writtenDigital;1;11-05-2020;USA;English;online, venue;prof;0;0;0;togetherness, happiness, being moved;interview, virtual concert, virtual performance;JV;JW
371;media;GoogleSheet;https://consequenceofsound.net/2020/05/josh-homme-queens-of-the-stone-age-bathroom-watch/;Josh Homme Performs a Queens of the Stone Age Song in His Bathroom: Watch;Josh Homme Performs a Queens of the Stone Age Song in His Bathroom Watch;Consequence of Sound;writtenDigital;1;11-05-2020;USA;English;online, home;prof;0;0;0;NA;NA;NCH;JW
416;media;GoogleSheet;https://theconversation.com/singing-away-the-coronavirus-blues-making-music-in-a-time-of-crisis-reminds-us-we-belong-133790;Singing away the coronavirus blues: making music in a time of crisis reminds us we belong - The Conversation;Singing away the coronavirus blues making music in a time of crisis reminds us we belong  The Conversation;The Conversation;writtenDigital;1;25-03-2020;UK;English;home, outside;amateur;0;0;0;gratitude, togetherness, being moved;participatory music making;MT;JV
418;media;GoogleSheet;https://www.kristeligt-dagblad.dk/kultur/morgensang-skaber-faellesskab-paa-trods-af-isolation;Kristeligt Dagblad (newspaper) on daily morning singing on Danish television;Kristeligt Dagblad newspaper on daily morning singing on Danish television;Kristeligt Dagblad;writtenDigital, audio;0;18-03-2020;Denmark;Danish;home, radio;prof, amateur;0;0;0;togetherness;joint singing;MT;JB
419;media;GoogleSheet;https://www.dr.dk/om-dr/fakta-om-dr/programaendringer/dr1-giver-danskerne-mulighed-synge-sammen-fredag-aften;Danish Public Television (DR) on their Friday night sing-together show;Danish Public Television DR on their Friday night singtogether show;DR;writtenDigital;0;26-03-2020;Denmark;Danish;home;prof, amateur;0;0;0;togetherness;joint singing;MT;NCH
420;media;GoogleSheet;https://www.theguardian.com/world/2020/mar/14/solidarity-balcony-singing-spreads-across-italy-during-lockdown;The Italians Making Music on Balconies Under Coronavirus Quarantine - The New Yorker;The Italians Making Music on Balconies Under Coronavirus Quarantine  The New Yorker;The Guardian;writtenDigital, video;0;14-03-2020;UK;English;home, balcony;amateur, prof;0;0;0;togetherness, happiness, being moved;performance, balcony;MT;DS
421;media;GoogleSheet;https://toronto.ctvnews.ca/opera-singer-spreads-joy-to-isolated-torontonians-with-balcony-performances-1.4867946;Opera singer spreads joy to isolated Torontonians with balcony performances - Toronto CTV News;Opera singer spreads joy to isolated Torontonians with balcony performances  Toronto CTV News;CTV News;writtenDigital;0;25-03-2020;Canada;English;balcony;prof;0;0;0;togetherness, happiness, being moved;NA;MT;NCH
422;media;GoogleSheet;https://www.narcity.com/people/ca/on/toronto/toronto-opera-singer-julie-nesrallah-is-serenading-the-city-from-her-balcony-video;A Toronto Opera Singer Is Serenading The City From Her Balcony - Narcity;A Toronto Opera Singer Is Serenading The City From Her Balcony  Narcity;Narcity;writtenDigital;1;18-03-2020;Canada;English;balcony;prof;0;0;0;togetherness, being moved;NA;MT;JV
424;media;GoogleSheet;https://www.information.dk/kultur/2020/03/phillip-fabers-morgensang-gav-ti-minutter-foraaret-fik-lov-vokse-vores-stue-uden-coronakaos;Information (newspaper) on daily morning singing on Danish television;Information newspaper on daily morning singing on Danish television;Information;writtenDigital;0;26-03-2020;Denmark;Danish;home;prof;0;0;0;togetherness;joint singing;MT;JB
425;media;GoogleSheet;https://www.artshub.com.au/news-article/opinions-and-analysis/covid-19/trisnasari-fraser/music-across-the-balconies-social-cohesion-and-community-resilience-in-action-260050;Music across the balconies: social cohesion and community resilience in action - ArtsHub;Music across the balconies social cohesion and community resilience in action  ArtsHub;ArtsHub;writtenDigital, video;0;25-03-2020;Australia;English;online, venue, balcony;amateur;1;1;1;togetherness;music industry;MT;JB
426;media;GoogleSheet;https://www.edinburghnews.scotsman.com/news/people/watch-leiths-banana-flats-belts-out-sunshine-leith-show-support-nations-key-workers-2504626;Leith's Banana Flats belts out Sunshine on Leith in show of support for nation's key workers: Leithers united in song to lift community spirits;Leiths Banana Flats belts out Sunshine on Leith in show of support for nations key workers Leithers united in song to lift community spirits;Edinburgh Evening News;writtenDigital, video;0;21-03-2020;UK;English;home, balcony;amateur;0;0;0;gratitude, togetherness, happiness;NA;MT;NCH
428;media;GoogleSheet;https://www.agcra.com/army-bands-keep-us-connected/;Army bands keep us connected;Army bands keep us connected;AGCRA;writtenDigital;0;24-03-2020;USA;English;military base, online;prof;0;0;0;togetherness;patriotism, virtual performance;MT;JB
429;media;GoogleSheet;https://www.weekendavisen.dk/2020-13/ideer/faellesskab-fra-foerste-strofe;Fællesskab fra første strofe - Danish newspaper Weekendavisen on corona music;Fllesskab fra frste strofe  Danish newspaper Weekendavisen on corona music;Weekendavisen;writtenDigital, writtenPrint;0;27-03-2020;Denmark;Danish;home, balcony;amateur, prof;0;0;0;togetherness;NA;MT;NCH
431;media;GoogleSheet;https://news.westernu.ca/2020/03/pandemic-has-led-to-global-outbreak-of-music/;Pandemic has led to global outbreak of music - Western News;Pandemic has led to global outbreak of music  Western News;Western News;writtenDigital, video;1;25-03-2020;Canada;English;home, balcony;amateur, prof;0;0;0;gratitude, togetherness, happiness;NA;MT;NCH
432;media;GoogleSheet;https://winnipeg.citynews.ca/video/2020/03/24/finding-ways-to-celebrate-through-difficult-times/;Drive-thru Dance Party (Vaughan, ON, Canada);Drivethru Dance Party Vaughan ON Canada;City News;video;0;24-03-2020;Canada;English;outside;amateur;1;0;0;togetherness, happiness;video interview, dance;MT;NCH
434;media;GoogleSheet;https://www.psychreg.org/virtual-group-singing-covid-19/;Virtual Group Singing in the Time of COVID-19: Frivolous or Vitally Important? - Psychreg;Virtual Group Singing in the Time of COVID Frivolous or Vitally Important  Psychreg;Psychreg;writtenDigital;0;25-03-2020;UK;English;online;amateur;0;0;0;togetherness;participatory music making;MT;JB
435;media;GoogleSheet;https://www.dr.dk/nyheder/kultur/kendte-danske-musikere-broed-ud-i-faellessang-det-er-den-smukkeste-maade-vise;Kendte danske musikere brød ud i fællessang: 'Det er den smukkeste måde at vise sammenhold på' - Danish National Radio on Friday night TV show for singing together;Kendte danske musikere brd ud i fllessang Det er den smukkeste mde at vise sammenhold p  Danish National Radio on Friday night TV show for singing together;DR;writtenDigital, video;0;27-03-2020;Denmark;Danish;home;prof, amateur;0;0;0;gratitude, togetherness, happiness, being moved;tv, patriotism, joint singing, participatory music making;MT;NCH
436;media;GoogleSheet;https://www.dr.dk/nyheder/regionale/oestjylland/far-og-soen-spiller-de-aeldre-paa-plejehjemmene-i-aarhus-vil-sprede;Far og søn spiller for de ældre på plejehjemmene i Aarhus: Vil sprede liv og glæde - On singing for people in nursing homes;Far og sn spiller for de ldre p plejehjemmene i Aarhus Vil sprede liv og glde  On singing for people in nursing homes;DR;writtenDigital, video;0;27-03-2020;Denmark;Danish;outside, nursing home;prof;0;0;0;togetherness, happiness, being moved;NA;MT;JB
437;media;GoogleSheet;https://www.kristeligt-dagblad.dk/coronavirus/se-videoen-i-spanien-danser-politiet-pa-gaden;Se videoerne: I Spanien danser politiet på gaden - Danish newspaper Kristeligt Dagblad;Se videoerne I Spanien danser politiet p gaden  Danish newspaper Kristeligt Dagblad;Kristeligt Dagblad;writtenDigital;1;19-03-2020;Denmark;Danish;outside;amateur;1;0;0;humour,happiness;NA;MT;JB
438;media;GoogleSheet;https://www.bbc.co.uk/news/av/uk-england-london-51987343/london-street-orchestra-cheering-up-self-isolators;London Street Orchestra cheering up self-isolators;London Street Orchestra cheering up selfisolators;BBC;video;0;21-03-2020;UK;English;home, outside;prof;0;0;0;togetherness, happiness;NA;MT;DS
440;media;GoogleSheet;https://www.vox.com/culture/2020/3/13/21179293/coronavirus-italy-covid19-music-balconies-sing;Watch: Quarantined Italians are singing their heart out. It's beautiful;Watch Quarantined Italians are singing their heart out Its beautiful;Vox;writtenDigital;1;13-03-2020;USA;English;balcony, home;amateur;1;0;0;togetherness, happiness, being moved;NA;MT;NCH
442;media;GoogleSheet;https://www.rollingstone.com/music/music-features/livestreaming-concerts-coronavirus-967802/;Indie Artists Turn to Livestreaming as Coronavirus Crisis Unfolds;Indie Artists Turn to Livestreaming as Coronavirus Crisis Unfolds;Rolling Stone;writtenDigital;0;16-03-2020;USA;English;home, online;prof;0;1;0;loneliness, togetherness, fear;cancellation, music industry, virtual concert, virtual performance;MT;NCH
443;media;GoogleSheet;https://theboot.com/country-virtual-shows-coronavirus/;Country Virtual Shows;Country Virtual Shows;The Boot;writtenDigital;1;01-04-2020;USA;English;home, online;prof;0;0;0;togetherness, happiness;livestream, virtual concert, virtual performance;MT;JV
445;media;GoogleSheet;https://corrieredisiena.corr.it/video/coronavirus/1524243/siena--le-contrade-si-affacciano-alle-finestre-e-improvvisano-cori-per-scacciare-il-coronavirus--il-video-verbena-palio-rione-paura-inno-palio.html;Siena, le contrade si affacciano alle finestre e improvvisano cori per scacciare il Coronavirus: il video;Siena le contrade si affacciano alle finestre e improvvisano cori per scacciare il Coronavirus il video;Corriere Siena;writtenDigital, video;0;12-03-2020;Italy;Italian;balcony;amateur;0;0;0;togetherness;balcony singing;MT;JV
446;media;GoogleSheet;http://www.yehoodi.com/blog/2020/2/8/the-coronavirus-cant-stop-these-chinese-lindy-hoppers;The Coronavirus Can't Stop These Chinese Lindy Hoppers!;The Coronavirus Cant Stop These Chinese Lindy Hoppers;Yehoodi;writtenDigital;1;08-02-2020;USA;English;home;amateur;1;0;0;happiness;virtual dance, virtual performance;MT;NCH
447;media;GoogleSheet;https://www.abc.net.au/news/2020-02-16/how-chinas-residents-are-trying-to-combat-coronavirus-isolation/11966744;Coronavirus restrictions have limited Chinese social life. So isolated residents are taking part in virtual dance parties;Coronavirus restrictions have limited Chinese social life So isolated residents are taking part in virtual dance parties;ABC Australia;writtenDigital, video;1;15-02-2020;Australia;English;home;amateur;1;0;0;togetherness, happiness;virtual dance, virtual performance;MT;NCH
449;media;GoogleSheet;https://www.scmp.com/news/china/society/article/3050024/wuhans-dance-coronavirus-patients-provide-moment-light-relief;Wuhan’s dance coronavirus patients provide moment of light relief for Chinese looking to keep their spirits up;Wuhans dance coronavirus patients provide moment of light relief for Chinese looking to keep their spirits up;South China Morning Post;writtenDigital, video;0;11-02-2020;China;English;hospital, healthcare;amateur;1;0;1;grief/sadness, togetherness, anger, being moved, fear;dance, government silencing;MT;DS
450;media;GoogleSheet;https://www.indianz.com/News/2020/03/30/were-building-faith-indian-country-share.asp;We're building faith': Social Distance Powwow brings Indian Country together despite coronavirus;Were building faith Social Distance Powwow brings Indian Country together despite coronavirus;Indianz;writtenDigital, video;0;30-03-2020;USA;English;outside;amateur;1;0;0;togetherness;NA;MT;JB
451;media;GoogleSheet;https://www.dr.dk/engagement/taet-paa/stil-spoergsmaal-til-phillip-faber-hvorfor-har-vi-brug-for-at-synge-i-en-krisetid;LÆS SVARENE: Fællessangen vil blive styrket også - efter denne ubehagelige tid - Conductor Phillip Faber answers questions about daily morning singing on Danish television;LS SVARENE Fllessangen vil blive styrket ogs  efter denne ubehagelige tid  Conductor Phillip Faber answers questions about daily morning singing on Danish television;DR;writtenDigital;0;30-03-2020;Denmark;Danish;home, online;prof, amateur;0;0;0;togetherness;joint singing;MT;NCH
452;media;GoogleSheet;https://www.dr.dk/om-dr/nyheder/video-kom-med-bag-kulissen-paa-morgensang-med-phillip-faber#!/;VIDEO: Kom med bag kulissen på ’Morgensang med Phillip Faber’ - Backstage with daily morning singing on Danish national television;VIDEO Kom med bag kulissen p Morgensang med Phillip Faber  Backstage with daily morning singing on Danish national television;DR;writtenDigital, video;0;20-03-2020;Denmark;Danish;home;prof;0;0;0;togetherness;choir, singalong, daily;MT;DS
453;media;GoogleSheet;https://www.abc.net.au/news/2020-03-10/how-south-east-asia-is-using-pop-songs-to-combat-coronavirus/12038228;How South-East Asia is using catchy pop songs to combat coronavirus - ABC news;How SouthEast Asia is using catchy pop songs to combat coronavirus  ABC news;ABC Australia;writtenDigital, video;1;10-03-2020;Australia;English;online;prof;1;1;0;humour, togetherness, happiness, fun, hope, concern;music video, social media, embedded videos;MT;DS
454;media;GoogleSheet;https://www.abc.net.au/news/2020-03-10/prajurit-karaoke/12041400;Prajurit Karaoke, Soldiers perform karaoke under quarantine in Indonesia to dispel boredom - ABC News;Prajurit Karaoke Soldiers perform karaoke under quarantine in Indonesia to dispel boredom  ABC News;ABC Australia;writtenDigital;0;10-03-2020;Australia, Indonesia;English;healthcare;amateur;0;0;0;togetherness, happiness;lockdown karaoke;MT;JV
455;media;GoogleSheet;https://radio.wosu.org/post/coronavirus-ohio-livestreams-restore-income-audiences-local-performers;Coronavirus In Ohio: Livestreams Restore Income, Audiences To Local Performers;Coronavirus In Ohio Livestreams Restore Income Audiences To Local Performers;WOSU Public Media;writtenDigital;0;26-03-2020;USA;English;concert;prof;0;0;0;loneliness;virtual concert, virtual performance;MT;JB
456;media;GoogleSheet;https://www.dw.com/en/culture-in-the-time-of-corona/a-52739306;Culture in the time of corona - DW;Culture in the time of corona  DW;Deutsche Welle;writtenDigital;1;12-03-2020;Germany;English;concert, online;prof;0;0;0;togetherness;virtual concert, livestream, virtual performance;MT;JV
457;media;GoogleSheet;https://www.vox.com/2020/3/6/21167987/world-humor-curb-coronavirus-spread-washington-singapore-vietnam;Silly songs, dances, and skits: The world is using humor to curb coronavirus’s spread - Vox;Silly songs dances and skits The world is using humor to curb coronaviruss spread  Vox;Vox;writtenDigital;1;06-03-2020;USA;English;online, outside;prof;1;1;0;humour, togetherness, happiness;music video;MT;NCH
458;media;GoogleSheet;https://www.dw.com/en/music-against-coronavirus-boredom/a-52797261;Music against corona virus boredom;Music against corona virus boredom;Deutsche Welle;writtenDigital;1;17-03-2020;Germany;English;home, online, balcony;prof, amateur;0;0;0;humour, togetherness;music video;MT;JB
459;media;GoogleSheet;https://www.nytimes.com/2020/03/30/arts/music/coronavirus-iheartradio-benefit.html;With stars at home, a coronavirus pop benefit scales down;With stars at home a coronavirus pop benefit scales down;New York Times;writtenDigital;1;30-03-2020;USA;English;home;prof;0;0;0;gratitude, togetherness;NA;MT;JB
460;media;GoogleSheet;https://abc7news.com/society/music-helps-bring-people-together-amid-covid-19-crisis/6059702/;Music brings people together, helps coping amidst COVID-19 crisis;Music brings people together helps coping amidst COVID crisis;KABC-TV;writtenDigital, video;0;30-03-2020;USA;English;balcony, home, online;prof, amateur;0;0;0;togetherness;splitscreen;MT;JB
461;media;GoogleSheet;https://abc7news.com/coronavirus-in-bay-area-cases-corona-virus-california/6051454/;San Francisco residents sing from balconies to lift spirits during COVID-19 crisis;San Francisco residents sing from balconies to lift spirits during COVID crisis;KABC-TV;writtenDigital;1;26-03-2020;USA;English;balcony, outside;amateur;0;0;0;togetherness, being moved;NA;MT;JV
462;media;GoogleSheet;https://www.rollingstone.com/music/music-lists/coronavirus-music-business-latest-974262/;How coronavirus is wreaking havoc on music;How coronavirus is wreaking havoc on music;Rolling Stone;writtenDigital;0;27-04-2020;USA;English;venue, concert;prof;0;0;0;grief/sadness;list of articles, music industry;MT;JB
463;media;GoogleSheet;https://www.rollingstone.com/music/music-features/spotify-apple-amazon-coronavirus-relief-973487/;Should music's biggest companies be doing more to help right now?;Should musics biggest companies be doing more to help right now;Rolling Stone;writtenDigital;0;26-03-2020;USA;English;online;prof;0;0;1;anger;music industry, spotify, apple, warner, sony, amazon;MT;JB
464;media;GoogleSheet;https://www.theguardian.com/music/2020/mar/19/musicians-ask-spotify-to-triple-payments-to-cover-lost-concert-revenue;Musicians ask Spotify to triple payments to cover lost concert revenue;Musicians ask Spotify to triple payments to cover lost concert revenue;The Guardian;writtenDigital;0;19-03-2020;UK;English;online;prof;0;0;1;anger, frustration;financial struggle, cancellation, labor market, music industry;MT;NCH
465;media;GoogleSheet;https://qz.com/1820896/music-streaming-may-actually-be-falling-because-of-coronavirus/;Music streaming may actually be falling because of coronavirus;Music streaming may actually be falling because of coronavirus;Quartz;writtenDigital;0;18-03-2020;International, USA;English;home, online;prof;0;0;0;NA;NA;MT;JV
466;media;GoogleSheet;https://www.rollingstone.com/music/music-latin/songs-about-coronavirus-are-about-to-become-big-business-968579/;Songs about coronavirus are about to become big business;Songs about coronavirus are about to become big business;Rolling Stone;writtenDigital;1;19-03-2020;USA;English;home, online, industry;prof;0;1;0;humour, togetherness, strategic;picture compilation, music video, music industry, streaming;MT;DS, JB
467;media;GoogleSheet;https://newsroom.spotify.com/2020-03-30/how-social-distancing-has-shifted-spotify-streaming/;Spotify stats on shifts in consumption;Spotify stats on shifts in consumption;Spotify;writtenDigital;0;30-03-2020;Sweden, International;English;online;prof;0;0;0;togetherness, calm, curious, interest;playlist, musical platform, statistics, streaming;MT;DS
468;media;GoogleSheet;https://newsroom.spotify.com/2020-03-27/heres-what-parents-around-the-world-have-been-playing-for-their-kids-at-home/;Here’s What Parents Around the World Have Been Playing for Their Kids at Home;Heres What Parents Around the World Have Been Playing for Their Kids at Home;Spotify;writtenDigital;0;27-03-2020;Sweden, International;English;home, online;prof;0;0;0;togetherness, happiness;playlist, musical platform, kids;MT;DS
470;media;GoogleSheet;https://www.theguardian.com/lifeandstyle/2020/apr/01/virtual-choir-practice-singing-in-dark-times-we-can-turn-our-voices-to-the-light;Virtual choir practice: 'Singing in dark times we can turn our voices to the light';Virtual choir practice Singing in dark times we can turn our voices to the light;The Guardian;writtenDigital;0;31-03-2020;UK;English;home, online, rehearsal;amateur;0;0;0;togetherness;choir;MT;JV
471;media;GoogleSheet;https://www.billboard.com/articles/columns/pop/9337373/charli-xcx-livestream-series;Charli XCX launches daily shows from Instagram;Charli XCX launches daily shows from Instagram;Billboard;writtenDigital;0;18-03-2020;USA;English;online, home;prof;0;0;0;loneliness, togetherness;virtual concert, livestream, virtual performance;MT;JV
472;media;GoogleSheet;https://blog.pandora.com/us/listen-in-with-your-favorite-artists-on-pandora/;"""Listen In"" is Pandora's new COVID related messaging initiative";Listen In is Pandoras new COVID related messaging initiative;Pandora blog;writtenDigital;0;06-05-2020;USA;English;home, online;prof;0;0;0;NA;playlist;MT;JB
473;media;GoogleSheet;https://greekcitytimes.com/2020/03/29/popular-turkish-singer-wishes-coronavirus-to-hit-greece-russia-and-us-in-viral-song-video/;Popular Turkish singer wishes coronavirus to hit Greece, Russia and US in viral song (VIDEO);Popular Turkish singer wishes coronavirus to hit Greece Russia and US in viral song VIDEO;Greek City Times;writtenDigital;1;29-03-2020;Greece, Australia;English;outside, online;prof;0;0;1;anger, hate;NA;MT;DS
474;media;GoogleSheet;https://www.thejakartapost.com/life/2020/03/13/going-viral-arab-world-treats-virus-panic-with-humor.html;Going viral: Arab world treats virus panic with humor;Going viral Arab world treats virus panic with humor;Jakarta Post;writtenDigital;1;13-03-2020;Indonesia, UAE;English;online, outside;amateur, prof;0;1;1;humour, fear;racism, government silencing;MT;DS
475;media;GoogleSheet;https://www.abc.net.au/austory/one-day-at-a-time/12096772;Astrid Jorgensen on moving her Pub Choir online to Couch Choir, starting from 27:33;Astrid Jorgensen on moving her Pub Choir online to Couch Choir starting from ;ABC Australia;video;0;30-03-2020;Australia;English;online, home, rehearsal;prof;0;0;0;grief/sadness, togetherness, happiness, being moved, worry;documentary, choir;MT;DS
476;media;GoogleSheet;http://musicacrossthebalconies.com/uncategorized/creating-connection-through-music-voice-and-technology/;Creating connection through music, voice, and technology - On Music across the balconies website;Creating connection through music voice and technology  On Music across the balconies website;Music Across the Balconies;writtenDigital;0;01-04-2020;Australia;English;home, balcony, online;amateur, prof;0;0;0;humour, togetherness, being moved;inequality;MT;NCH
477;media;GoogleSheet;https://time.com/5802700/lockdown-song/;People Quarantined in Italy Join Together In Song From Balconies During Coronavirus Lockdown;People Quarantined in Italy Join Together In Song From Balconies During Coronavirus Lockdown;TIME;writtenDigital;1;13-03-2020;USA;English;balcony;amateur;0;0;0;togetherness, being moved;NA;MT;JV
479;media;GoogleSheet;https://www.mercurynews.com/2020/03/31/byproduct-of-a-pandemic-coronavirus-parody-music-videos-flourish-on-youtube/;Byproduct of a pandemic: Coronavirus parody music videos flourish on YouTube - Mercury News;Byproduct of a pandemic Coronavirus parody music videos flourish on YouTube  Mercury News;Mercury News;writtenDigital;1;31-03-2020;USA;English;home, online;prof;0;1;0;humour, happiness;NA;MT;JB
480;media;GoogleSheet;https://www.theguardian.com/world/2020/apr/01/singing-stops-italy-fear-social-unrest-mount-coronavirus-lockdown;Coronavirus: Italy stops singing as fear and social unrest mount - The Guardian;Coronavirus Italy stops singing as fear and social unrest mount  The Guardian;The Guardian;writtenDigital, video;0;01-04-2020;UK, Italy;English;outside;amateur;0;0;1;grief/sadness, fear, insecurity;poverty;MT;DS
481;media;GoogleSheet;https://slate.com/culture/2020/03/musical-cast-recordings-coronavirus-pandemic.html;How Listening to Musicals Is Getting Me Through the Pandemic - Slate;How Listening to Musicals Is Getting Me Through the Pandemic  Slate;Slate;writtenDigital;0;29-03-2020;USA;English;home;prof;0;0;0;grief/sadness, gratitude, happiness;NA;MT;JB
483;media;GoogleSheet;https://www.tv2fyn.dk/fyn/online-koncerter-de-kan-lukke-verden-men-de-kan-ikke-lukke-musikken;Online koncerter: - De kan lukke verden, men de kan ikke lukke for musikken - Danish TV2 on daily corona concerts broadcast from someone's living room;Online koncerter  De kan lukke verden men de kan ikke lukke for musikken  Danish TV on daily corona concerts broadcast from someones living room;TV2;writtenDigital, video;0;31-03-2020;Denmark;Danish;home;prof;0;0;0;loneliness, togetherness, being moved;virtual concert, music industry, virtual performance;MT;NCH
